time_ms,position_step,position_deg,target_step
5000,-1,0.000,-5600
5005,-3,0.000,-5600
5010,-6,-0.150,-5600
5015,-10,-0.150,-5600
5020,-15,-0.150,-5600
5025,-21,-0.300,-5600
5030,-25,-0.300,-5600
5035,-32,-0.450,-5600
5040,-40,-0.600,-5600
5045,-49,-0.750,-5600
5050,-60,-1.050,-5600
5055,-69,-1.200,-5600
5060,-80,-1.500,-5600
5065,-84,-1.650,-5600
5070,-97,-1.800,-5600
5075,-104,-1.800,-5600
5080,-114,-2.100,-5600
5085,-126,-2.250,-5600
5090,-141,-2.400,-5600
5095,-157,-2.700,-5600
5100,-171,-3.150,-5600
5105,-184,-3.300,-5600
5110,-198,-3.300,-5600
5115,-212,-3.600,-5600
5120,-224,-3.900,-5600
5125,-236,-3.900,-5600
5130,-245,-3.900,-5600
5135,-255,-4.050,-5600
5140,-270,-4.050,-5600
5145,-287,-4.200,-5600
5150,-304,-4.350,-5600
5155,-325,-4.500,-5600
5160,-347,-4.800,-5600
5165,-366,-4.950,-5600
5170,-386,-5.100,-5600
5175,-407,-5.250,-5600
5180,-422,-5.250,-5600
5185,-439,-5.400,-5600
5190,-455,-5.250,-5600
5195,-471,-5.100,-5600
5200,-484,-5.100,-5600
5205,-500,-4.950,-5600
5210,-519,-4.950,-5600
5215,-539,-4.800,-5600
5220,-554,-4.800,-5600
5225,-567,-4.500,-5600
5230,-587,-4.350,-5600
5235,-603,-4.200,-5600
5240,-622,-4.050,-5600
5245,-637,-3.900,-5600
5250,-648,-3.600,-5600
5255,-666,-3.300,-5600
5260,-684,-2.850,-5600
5265,-703,-2.700,-5600
5270,-722,-2.550,-5600
5275,-738,-2.250,-5600
5280,-756,-1.950,-5600
5285,-768,-1.650,-5600
5290,-786,-1.350,-5600
5295,-804,-0.900,-5600
5300,-822,-0.600,-5600
5305,-833,-0.450,-5600
5310,-843,0.000,-5600
5315,-855,0.600,-5600
5320,-874,1.050,-5600
5325,-893,1.200,-5600
5330,-903,1.500,-5600
5335,-921,1.800,-5600
5340,-940,2.250,-5600
5345,-958,2.400,-5600
5350,-969,2.700,-5600
5355,-989,3.000,-5600
5360,-1003,3.300,-5600
5365,-1016,3.600,-5600
5370,-1025,3.900,-5600
5375,-1043,4.200,-5600
5380,-1057,4.500,-5600
5385,-1075,4.650,-5600
5390,-1094,4.800,-5600
5395,-1109,4.800,-5600
5400,-1124,4.950,-5600
5405,-1143,5.100,-5600
5410,-1162,5.100,-5600
5415,-1171,5.100,-5600
5420,-1191,5.250,-5600
5425,-1204,5.250,-5600
5430,-1219,5.250,-5600
5435,-1238,5.250,-5600
5440,-1258,5.250,-5600
5445,-1270,5.100,-5600
5450,-1290,5.100,-5600
5455,-1307,4.950,-5600
5460,-1317,4.800,-5600
5465,-1328,4.800,-5600
5470,-1342,4.650,-5600
5475,-1358,4.650,-5600
5480,-1375,4.350,-5600
5485,-1396,4.050,-5600
5490,-1416,3.750,-5600
5495,-1434,3.450,-5600
5500,-1452,3.150,-5600
5505,-1471,2.850,-5600
5510,-1491,2.400,-5600
5515,-1507,2.100,-5600
5520,-1522,1.800,-5600
5525,-1543,1.500,-5600
5530,-1560,1.050,-5600
5535,-1580,0.600,-5600
5540,-1598,0.150,-5600
5545,-1614,-0.150,-5600
5550,-1630,-0.450,-5600
5555,-1641,-0.750,-5600
5560,-1654,-0.900,-5600
5565,-1672,-1.050,-5600
5570,-1683,-1.350,-5600
5575,-1693,-1.650,-5600
5580,-1710,-1.800,-5600
5585,-1724,-2.100,-5600
5590,-1736,-2.400,-5600
5595,-1755,-2.550,-5600
5600,-1770,-2.700,-5600
5605,-1786,-3.000,-5600
5610,-1806,-3.300,-5600
5615,-1826,-3.750,-5600
5620,-1844,-3.900,-5600
5625,-1859,-4.050,-5600
5630,-1879,-4.200,-5600
5635,-1895,-4.500,-5600
5640,-1915,-4.800,-5600
5645,-1933,-4.800,-5600
5650,-1953,-4.950,-5600
5655,-1974,-5.250,-5600
5660,-1988,-5.400,-5600
5665,-2004,-5.400,-5600
5670,-2020,-5.400,-5600
5675,-2034,-5.400,-5600
5680,-2049,-5.250,-5600
5685,-2064,-5.100,-5600
5690,-2080,-5.100,-5600
5695,-2092,-4.950,-5600
5700,-2108,-4.800,-5600
5705,-2128,-4.800,-5600
5710,-2147,-4.650,-5600
5715,-2161,-4.500,-5600
5720,-2173,-4.350,-5600
5725,-2192,-4.050,-5600
5730,-2203,-3.900,-5600
5735,-2223,-3.600,-5600
5740,-2240,-3.450,-5600
5745,-2253,-3.150,-5600
5750,-2273,-2.850,-5600
5755,-2290,-2.550,-5600
5760,-2310,-2.250,-5600
5765,-2328,-2.250,-5600
5770,-2340,-1.950,-5600
