time_ms,position_step,position_deg,target_step
10000,0,7.218,5000
10020,71,6.739,5000
10040,143,6.001,5000
10060,214,4.833,5000
10080,286,3.412,5000
10100,357,1.952,5000
10120,429,0.398,5000
10140,500,-1.083,5000
10160,571,-2.419,5000
10180,643,-3.49,5000
10200,714,-4.348,5000
10220,786,-4.881,5000
10240,857,-5.094,5000
10260,929,-4.945,5000
10280,1000,-4.493,5000
10300,1071,-3.829,5000
10320,1143,-2.952,5000
10340,1214,-1.97,5000
10360,1286,-0.839,5000
10380,1357,0.208,5000
10400,1429,1.211,5000
10420,1500,2.091,5000
10440,1571,2.785,5000
10460,1643,3.266,5000
10480,1714,3.517,5000
10500,1786,3.558,5000
10520,1857,3.37,5000
10540,1929,2.978,5000
10560,2000,2.432,5000
10580,2071,1.785,5000
10600,2143,1.049,5000
10620,2214,0.265,5000
10640,2286,-0.489,5000
10660,2357,-1.137,5000
10680,2429,-1.719,5000
10700,2500,-2.131,5000
10720,2571,-2.365,5000
10740,2643,-2.509,5000
10760,2714,-2.459,5000
10780,2786,-2.283,5000
10800,2857,-1.925,5000
10820,2929,-1.495,5000
10840,3000,-1.011,5000
10860,3071,-0.502,5000
10880,3143,0.066,5000
10900,3214,0.562,5000
10920,3286,1.0,5000
10940,3357,1.351,5000
10960,3429,1.592,5000
10980,3500,1.734,5000
11000,3571,1.765,5000
11020,3643,1.671,5000
11040,3714,1.479,5000
11060,3786,1.195,5000
11080,3857,0.919,5000
11100,3929,0.536,5000
11120,4000,0.181,5000
11140,4071,-0.198,5000
11160,4143,-0.555,5000
11180,4214,-0.804,5000
11200,4286,-1.036,5000
11220,4357,-1.193,5000
11240,4429,-1.22,5000
11260,4500,-1.191,5000
11280,4571,-1.131,5000
11300,4643,-0.953,5000
11320,4714,-0.728,5000
11340,4786,-0.52,5000
11360,4857,-0.26,5000
11380,4929,0.011,5000
11400,5000,0.291,5000
11420,5000,0.454,5000
11440,5000,0.648,5000
11460,5000,0.764,5000
11480,5000,0.857,5000
11500,5000,0.887,5000
11520,5000,0.837,5000
11540,5000,0.719,5000
11560,5000,0.62,5000
11580,5000,0.453,5000
11600,5000,0.273,5000
11620,5000,0.084,5000
11640,5000,-0.093,5000
11660,5000,-0.297,5000
11680,5000,-0.374,5000
11700,5000,-0.492,5000
11720,5000,-0.584,5000
11740,5000,-0.613,5000
11760,5000,-0.608,5000
11780,5000,-0.543,5000
11800,5000,-0.474,5000
11820,5000,-0.371,5000
11840,5000,-0.263,5000
11860,5000,-0.143,5000
11880,5000,-0.007,5000
11900,5000,0.145,5000
11920,5000,0.228,5000
11940,5000,0.318,5000
11960,5000,0.371,5000
11980,5000,0.402,5000
12000,5000,0.408,5000
12020,5000,0.423,5000
12040,5000,0.358,5000
12060,5000,0.315,5000
12080,5000,0.268,5000
12100,5000,0.112,5000
12120,5000,0.045,5000
12140,5000,-0.039,5000
12160,5000,-0.062,5000
12180,5000,-0.185,5000
12200,5000,-0.246,5000
12220,5000,-0.293,5000
12240,5000,-0.266,5000
12260,5000,-0.313,5000
12280,5000,-0.313,5000
12300,5000,-0.225,5000
12320,5000,-0.202,5000
12340,5000,-0.126,5000
12360,5000,-0.026,5000
12380,5000,-0.004,5000
12400,5000,0.059,5000
12420,5000,0.144,5000
12440,5000,0.118,5000
12460,5000,0.19,5000
12480,5000,0.223,5000
12500,5000,0.248,5000
12520,5000,0.156,5000
12540,5000,0.2,5000
12560,5000,0.157,5000
12580,5000,0.108,5000
12600,5000,0.094,5000
12620,5000,0.021,5000
12640,5000,-0.008,5000
12660,5000,-0.069,5000
12680,5000,-0.082,5000
12700,5000,-0.116,5000
12720,5000,-0.132,5000
12740,5000,-0.172,5000
12760,5000,-0.136,5000
12780,5000,-0.129,5000
12800,5000,-0.095,5000
12820,5000,-0.107,5000
12840,5000,-0.112,5000
12860,5000,-0.012,5000
12880,5000,-0.012,5000
12900,5000,0.049,5000
12920,5000,0.037,5000
12940,5000,0.046,5000
12960,5000,0.057,5000
12980,5000,0.111,5000
13000,5000,0.077,5000
13020,5000,0.088,5000
13040,5000,0.104,5000
13060,5000,0.074,5000
13080,5000,0.03,5000
13100,5000,0.019,5000
13120,5000,0.02,5000
13140,5000,-0.015,5000
13160,5000,0.007,5000
13180,5000,-0.042,5000
13200,5000,-0.054,5000
13220,5000,-0.071,5000
13240,5000,-0.051,5000
13260,5000,-0.082,5000
13280,5000,-0.089,5000
13300,5000,-0.068,5000
13320,5000,-0.04,5000
13340,5000,-0.045,5000
13360,5000,-0.02,5000
13380,5000,0.009,5000
13400,5000,0.048,5000
13420,5000,0.013,5000
13440,5000,0.06,5000
13460,5000,0.016,5000
13480,5000,0.067,5000
13500,5000,0.057,5000
13520,5000,0.033,5000
13540,5000,0.077,5000
13560,5000,0.023,5000
13580,5000,0.051,5000
13600,5000,0.052,5000
13620,5000,0.05,5000
13640,5000,0.02,5000
13660,5000,-0.022,5000
13680,5000,-0.014,5000
13700,5000,0.006,5000
13720,5000,-0.035,5000
13740,5000,-0.014,5000
13760,5000,-0.015,5000
13780,5000,-0.019,5000
13800,5000,-0.058,5000
13820,5000,-0.011,5000
13840,5000,-0.002,5000
13860,5000,-0.004,5000
13880,5000,-0.031,5000
13900,5000,0.019,5000
13920,5000,0.004,5000
13940,5000,-0.002,5000
13960,5000,0.033,5000
13980,5000,0.023,5000
14000,5000,0.016,5000
14020,5000,0.013,5000
14040,5000,0.002,5000
14060,5000,0.022,5000
14080,5000,0.015,5000
14100,5000,0.004,5000
14120,5000,-0.003,5000
14140,5000,-0.026,5000
14160,5000,-0.027,5000
14180,5000,-0.005,5000
14200,5000,-0.028,5000
14220,5000,-0.017,5000
14240,5000,0.005,5000
14260,5000,0.009,5000
14280,5000,-0.038,5000
14300,5000,-0.011,5000
14320,5000,-0.029,5000
14340,5000,0.01,5000
14360,5000,-0.007,5000
14380,5000,0.008,5000
14400,5000,0.007,5000
