time_ms,position_step,position_deg,target_step
10000,1,0.000,5000
10020,22,0.352,5000
10040,67,1.406,5000
10060,134,2.988,5000
10080,208,4.746,5000
10100,282,6.152,5000
10120,358,7.031,5000
10140,432,7.383,5000
10160,509,7.383,5000
10180,582,6.855,5000
10200,656,5.801,5000
10220,732,4.570,5000
10240,808,2.988,5000
10260,882,1.230,5000
10280,955,-0.527,5000
10300,1028,-2.285,5000
10320,1104,-3.691,5000
10340,1180,-4.922,5000
10360,1256,-5.625,5000
10380,1332,-6.152,5000
10400,1405,-6.152,5000
10420,1478,-5.625,5000
10440,1554,-4.922,5000
10460,1630,-3.691,5000
10480,1701,-2.637,5000
10500,1776,-1.055,5000
10520,1852,0.527,5000
10540,1927,1.758,5000
10560,2002,2.988,5000
10580,2076,4.043,5000
10600,2149,4.746,5000
10620,2225,5.098,5000
10640,2301,5.273,5000
10660,2374,4.922,5000
10680,2447,4.219,5000
10700,2520,3.340,5000
10720,2594,2.285,5000
10740,2670,1.230,5000
10760,2746,0.000,5000
10780,2820,-1.230,5000
10800,2893,-2.285,5000
10820,2969,-2.988,5000
10840,3045,-3.691,5000
10860,3120,-4.043,5000
10880,3193,-4.219,5000
10900,3265,-4.043,5000
10920,3341,-3.516,5000
10940,3417,-2.813,5000
10960,3489,-1.934,5000
10980,3562,-1.055,5000
11000,3638,0.000,5000
11020,3712,0.879,5000
11040,3788,1.934,5000
11060,3864,2.637,5000
11080,3938,3.164,5000
11100,4011,3.340,5000
11120,4086,3.340,5000
11140,4162,3.340,5000
11160,4238,2.988,5000
11180,4315,2.461,5000
11200,4387,1.758,5000
11220,4462,1.055,5000
11240,4538,0.352,5000
11260,4614,-0.176,5000
11280,4690,-1.055,5000
11300,4765,-1.582,5000
11320,4840,-2.109,5000
11340,4914,-2.285,5000
11360,4966,-2.988,5000
11380,4994,-4.043,5000
11400,5000,-5.449,5000
11420,5000,-6.855,5000
11440,5000,-7.734,5000
11460,5000,-7.910,5000
11480,5000,-7.734,5000
11500,5000,-7.031,5000
11520,5000,-5.801,5000
11540,5000,-4.219,5000
11560,5000,-2.461,5000
11580,5000,-0.527,5000
11600,5000,1.230,5000
11620,5000,3.164,5000
11640,5000,4.570,5000
11660,5000,5.801,5000
11680,5000,6.680,5000
11700,5000,6.855,5000
11720,5000,6.855,5000
11740,5000,6.152,5000
11760,5000,5.273,5000
11780,5000,4.043,5000
11800,5000,2.461,5000
11820,5000,0.879,5000
11840,5000,-0.703,5000
11860,5000,-2.285,5000
11880,5000,-3.691,5000
11900,5000,-4.746,5000
11920,5000,-5.449,5000
11940,5000,-5.801,5000
11960,5000,-5.801,5000
11980,5000,-5.273,5000
12000,5000,-4.570,5000
12020,5000,-3.516,5000
12040,5000,-2.285,5000
12060,5000,-0.879,5000
12080,5000,0.527,5000
12100,5000,1.758,5000
12120,5000,2.988,5000
12140,5000,4.043,5000
12160,5000,4.570,5000
12180,5000,4.922,5000
12200,5000,4.922,5000
12220,5000,4.570,5000
12240,5000,4.043,5000
12260,5000,3.164,5000
12280,5000,2.109,5000
12300,5000,1.055,5000
12320,5000,-0.176,5000
12340,5000,-1.230,5000
12360,5000,-2.285,5000
12380,5000,-3.164,5000
12400,5000,-3.691,5000
12420,5000,-4.043,5000
12440,5000,-4.043,5000
12460,5000,-3.691,5000
12480,5000,-3.164,5000
12500,5000,-2.461,5000
12520,5000,-1.758,5000
12540,5000,-0.879,5000
12560,5000,0.000,5000
12580,5000,0.879,5000
12600,5000,1.758,5000
12620,5000,2.461,5000
12640,5000,2.988,5000
12660,5000,3.164,5000
12680,5000,3.164,5000
12700,5000,2.988,5000
12720,5000,2.637,5000
12740,5000,2.109,5000
12760,5000,1.582,5000
12780,5000,0.879,5000
12800,5000,0.176,5000
12820,5000,-0.527,5000
12840,5000,-1.230,5000
12860,5000,-1.758,5000
12880,5000,-2.109,5000
12900,5000,-2.285,5000
12920,5000,-2.285,5000
12940,5000,-2.109,5000
12960,5000,-1.934,5000
12980,5000,-1.582,5000
13000,5000,-1.055,5000
13020,5000,-0.527,5000
13040,5000,-0.176,5000
13060,5000,0.352,5000
13080,5000,0.703,5000
13100,5000,1.055,5000
13120,5000,1.406,5000
13140,5000,1.582,5000
13160,5000,1.582,5000
13180,5000,1.406,5000
13200,5000,1.230,5000
13220,5000,1.055,5000
13240,5000,0.703,5000
13260,5000,0.352,5000
13280,5000,0.176,5000
13300,5000,-0.176,5000
13320,5000,-0.352,5000
13340,5000,-0.527,5000
13360,5000,-0.527,5000
13380,5000,-0.703,5000
13400,5000,-0.703,5000
