time_ms,angle_deg
5000,3.300
5005,3.300
5010,3.300
5015,3.450
5020,3.450
5025,3.750
5030,3.900
5035,4.350
5040,4.650
5045,4.950
5050,5.400
5055,5.850
5060,6.300
5065,6.750
5070,7.350
5075,7.800
5080,8.400
5085,8.850
5090,9.300
5095,9.600
5100,10.200
5105,10.500
5110,10.800
5115,11.250
5120,11.550
5125,11.700
5130,12.000
5135,12.150
5140,12.300
5145,12.450
5150,12.600
5155,12.600
5160,12.600
5165,12.600
5170,12.600
5175,12.450
5180,12.300
5185,12.150
5190,12.000
5195,11.700
5200,11.400
5205,11.100
5210,10.800
5215,10.350
5220,10.050
5225,9.600
5230,9.000
5235,8.550
5240,8.100
5245,7.650
5250,7.050
5255,6.600
5260,6.000
5265,5.400
5270,4.800
5275,4.350
5280,3.750
5285,3.150
5290,2.550
5295,1.950
5300,1.350
5305,0.900
5310,0.300
5315,-0.150
5320,-0.750
5325,-1.200
5330,-1.800
5335,-2.250
5340,-2.700
5345,-3.150
5350,-3.450
5355,-3.900
5360,-4.200
5365,-4.500
5370,-4.800
5375,-5.100
5380,-5.250
5385,-5.400
5390,-5.550
5395,-5.700
5400,-5.850
5405,-5.850
5410,-5.850
5415,-5.850
5420,-5.700
5425,-5.700
5430,-5.550
5435,-5.250
5440,-5.100
5445,-4.800
5450,-4.500
5455,-4.200
5460,-3.900
5465,-3.450
5470,-3.150
5475,-2.700
5480,-2.250
5485,-1.800
5490,-1.350
5495,-0.750
5500,-0.300
5505,0.300
5510,0.750
5515,1.350
5520,1.950
5525,2.400
5530,3.000
5535,3.600
5540,4.200
5545,4.650
5550,5.250
5555,5.700
5560,6.300
5565,6.750
5570,7.350
5575,7.800
5580,8.250
5585,8.700
5590,9.150
5595,9.450
5600,9.900
5605,10.200
5610,10.650
5615,10.950
5620,11.100
5625,11.400
5630,11.550
5635,11.700
5640,11.850
5645,12.000
5650,12.000
5655,12.000
5660,12.000
5665,12.000
5670,11.850
5675,11.700
5680,11.550
5685,11.400
5690,11.250
5695,10.950
5700,10.650
5705,10.350
5710,10.050
5715,9.600
5720,9.150
5725,8.700
5730,8.400
5735,7.950
5740,7.500
5745,7.050
5750,6.450
5755,6.000
5760,5.400
5765,4.950
5770,4.500
5775,3.900
5780,3.300
5785,2.850
5790,2.250
5795,1.800
5800,1.350
5805,0.750
5810,0.150
5815,-0.300
5820,-0.750
5825,-1.200
5830,-1.650
5835,-1.950
5840,-2.400
5845,-2.850
5850,-3.150
5855,-3.450
5860,-3.750
5865,-4.050
5870,-4.350
5875,-4.500
5880,-4.650
5885,-4.800
5890,-4.950
5895,-5.100
5900,-5.100
5905,-5.100
5910,-5.250
5915,-5.250
5920,-5.400
5925,-5.400
5930,-5.550
5935,-5.550
5940,-5.700
5945,-5.850
5950,-5.850
5955,-6.000
5960,-6.150
5965,-6.150
5970,-6.300
5975,-6.450
5980,-6.450
5985,-6.600
5990,-6.600
5995,-6.450
6000,-6.450
6005,-6.300
6010,-6.150
6015,-6.000
6020,-5.850
6025,-5.550
6030,-5.250
6035,-4.950
6040,-4.500
6045,-4.200
6050,-3.750
6055,-3.300
6060,-2.850
6065,-2.400
6070,-1.800
6075,-1.350
6080,-0.750
6085,-0.150
6090,0.300
6095,0.900
6100,1.500
6105,2.100
6110,2.700
6115,3.300
6120,3.900
6125,4.500
6130,5.100
6135,5.700
6140,6.300
6145,6.900
6150,7.500
6155,7.950
6160,8.400
6165,9.000
6170,9.450
6175,9.900
6180,10.350
6185,10.650
6190,11.100
6195,11.400
6200,11.700
6205,12.000
6210,12.150
6215,12.300
6220,12.450
6225,12.600
6230,12.750
6235,12.750
6240,12.750
6245,12.750
6250,12.600
6255,12.600
6260,12.450
6265,12.150
6270,12.000
6275,11.700
6280,11.400
6285,11.100
6290,10.800
6295,10.500
6300,10.050
6305,9.600
6310,9.150
6315,8.700
6320,8.100
6325,7.650
6330,7.050
6335,6.600
6340,6.000
6345,5.400
6350,4.800
6355,4.200
6360,3.600
6365,3.000
6370,2.400
6375,1.800
6380,1.200
6385,0.750
6390,0.150
6395,-0.450
6400,-1.050
6405,-1.500
6410,-1.950
6415,-2.550
6420,-3.000
6425,-3.300
6430,-3.750
6435,-4.200
6440,-4.500
6445,-4.800
6450,-5.100
6455,-5.250
6460,-5.550
6465,-5.700
6470,-5.850
6475,-5.850
6480,-6.000
6485,-6.000
6490,-6.000
6495,-5.850
6500,-5.850
6505,-5.700
6510,-5.550
6515,-5.250
6520,-5.100
6525,-4.800
6530,-4.500
6535,-4.200
6540,-3.900
6545,-3.450
6550,-3.150
6555,-2.700
6560,-2.250
6565,-1.800
6570,-1.200
6575,-0.750
6580,-0.300
6585,0.300
6590,0.750
6595,1.350
6600,1.950
6605,2.400
6610,3.000
6615,3.600
6620,4.200
6625,4.650
6630,5.250
6635,5.850
6640,6.300
6645,6.900
6650,7.350
6655,7.800
6660,8.400
6665,8.850
6670,9.300
6675,9.600
6680,10.050
6685,10.350
6690,10.650
6695,10.950
6700,11.250
6705,11.400
6710,11.700
6715,11.850
6720,12.000
6725,12.000
6730,12.150
6735,12.150
6740,12.150
6745,12.000
6750,12.000
6755,11.850
6760,11.700
6765,11.550
6770,11.250
6775,11.100
6780,10.800
6785,10.500
6790,10.050
6795,9.750
6800,9.300
6805,8.850
6810,8.400
6815,7.950
6820,7.500
6825,7.050
6830,6.600
6835,6.000
6840,5.550
6845,4.950
6850,4.350
6855,3.900
6860,3.300
6865,2.850
6870,2.250
6875,1.650
6880,1.200
6885,0.600
6890,0.150
6895,-0.300
6900,-0.900
6905,-1.350
6910,-1.800
6915,-2.250
6920,-2.550
6925,-3.000
6930,-3.300
6935,-3.750
6940,-4.050
6945,-4.200
6950,-4.500
6955,-4.800
6960,-4.950
6965,-5.100
6970,-5.250
6975,-5.250
6980,-5.400
6985,-5.400
6990,-5.400
6995,-5.250
7000,-5.250
7005,-5.100
7010,-4.950
7015,-4.650
7020,-4.500
7025,-4.200
7030,-3.900
7035,-3.600
7040,-3.300
7045,-3.000
7050,-2.550
7055,-2.100
7060,-1.650
7065,-1.200
7070,-0.750
7075,-0.300
7080,0.150
7085,0.750
7090,1.200
7095,1.800
7100,2.250
7105,2.850
7110,3.300
7115,3.900
7120,4.350
7125,4.950
7130,5.400
7135,5.850
7140,6.450
7145,6.900
7150,7.350
7155,7.800
7160,8.250
7165,8.700
7170,9.000
7175,9.450
7180,9.750
7185,10.050
7190,10.350
7195,10.500
7200,10.800
7205,10.950
7210,11.100
7215,11.250
7220,11.400
7225,11.400
7230,11.550
7235,11.550
7240,11.550
7245,11.400
7250,11.400
7255,11.250
7260,11.100
7265,10.800
7270,10.650
7275,10.350
7280,10.200
7285,9.900
7290,9.450
7295,9.150
7300,8.700
7305,8.400
7310,7.950
7315,7.500
7320,7.050
7325,6.600
7330,6.150
7335,5.550
7340,5.100
7345,4.650
7350,4.050
7355,3.600
7360,3.000
7365,2.550
7370,1.950
7375,1.500
7380,1.050
7385,0.450
7390,0.000
7395,-0.450
7400,-0.900
7405,-1.200
7410,-1.650
7415,-2.100
7420,-2.400
7425,-2.700
7430,-3.000
7435,-3.300
7440,-3.600
7445,-3.750
7450,-4.050
7455,-4.200
7460,-4.350
7465,-4.350
7470,-4.500
7475,-4.500
7480,-4.500
7485,-4.500
7490,-4.500
7495,-4.500
7500,-4.350
7505,-4.200
7510,-4.050
7515,-3.900
7520,-3.750
7525,-3.450
7530,-3.150
7535,-2.850
7540,-2.550
7545,-2.250
7550,-1.950
7555,-1.650
7560,-1.200
7565,-0.750
7570,-0.300
7575,0.000
7580,0.600
7585,1.050
7590,1.500
7595,1.950
7600,2.400
7605,2.850
7610,3.450
7615,3.900
7620,4.350
7625,4.950
7630,5.400
7635,5.850
7640,6.300
7645,6.750
7650,7.200
7655,7.650
7660,7.950
7665,8.400
7670,8.700
7675,9.000
7680,9.300
7685,9.600
7690,9.900
7695,10.200
7700,10.350
7705,10.500
7710,10.650
7715,10.800
7720,10.800
7725,10.950
7730,10.950
7735,10.950
7740,10.800
7745,10.800
7750,10.650
7755,10.500
7760,10.350
7765,10.200
7770,9.900
7775,9.750
7780,9.450
7785,9.150
7790,8.850
7795,8.550
7800,8.100
7805,7.800
