time_ms,position_step,position_deg,target_step
10000,-1,0.000,-6360
10020,-23,-0.352,-6360
10040,-70,-1.758,-6360
10060,-143,-3.516,-6360
10080,-235,-5.801,-6360
10100,-326,-7.559,-6360
10120,-418,-8.789,-6360
10140,-506,-9.492,-6360
10160,-598,-9.668,-6360
10180,-690,-9.141,-6360
10200,-780,-8.086,-6360
10220,-871,-6.680,-6360
10240,-960,-4.570,-6360
10260,-1052,-2.461,-6360
10280,-1145,-0.176,-6360
10300,-1239,1.934,-6360
10320,-1331,4.043,-6360
10340,-1423,5.977,-6360
10360,-1514,7.559,-6360
10380,-1607,8.438,-6360
10400,-1701,8.965,-6360
10420,-1794,8.789,-6360
10440,-1882,8.262,-6360
10460,-1975,6.855,-6360
10480,-2068,5.273,-6360
10500,-2161,3.164,-6360
10520,-2254,0.879,-6360
10540,-2347,-1.406,-6360
10560,-2438,-3.691,-6360
10580,-2530,-5.625,-6360
10600,-2623,-7.207,-6360
10620,-2715,-8.438,-6360
10640,-2803,-8.965,-6360
10660,-2892,-8.789,-6360
10680,-2984,-8.438,-6360
10700,-3077,-7.383,-6360
10720,-3171,-5.977,-6360
10740,-3260,-4.043,-6360
10760,-3352,-1.934,-6360
10780,-3444,0.176,-6360
10800,-3538,2.285,-6360
10820,-3632,4.219,-6360
10840,-3722,5.801,-6360
10860,-3810,7.207,-6360
10880,-3901,8.086,-6360
10900,-3995,8.262,-6360
10920,-4086,8.086,-6360
10940,-4174,7.383,-6360
10960,-4265,6.152,-6360
10980,-4357,4.395,-6360
11000,-4450,2.637,-6360
11020,-4542,0.352,-6360
11040,-4631,-1.582,-6360
11060,-4723,-3.516,-6360
11080,-4814,-5.273,-6360
11100,-4908,-6.855,-6360
11120,-4998,-7.734,-6360
11140,-5088,-8.262,-6360
11160,-5179,-8.262,-6360
11180,-5271,-7.734,-6360
11200,-5363,-6.680,-6360
11220,-5456,-5.449,-6360
11240,-5546,-3.691,-6360
11260,-5636,-1.758,-6360
11280,-5727,0.176,-6360
11300,-5820,2.109,-6360
11320,-5909,4.043,-6360
11340,-5998,5.625,-6360
11360,-6087,6.855,-6360
11380,-6178,7.559,-6360
11400,-6261,7.910,-6360
11420,-6319,8.438,-6360
11440,-6352,9.141,-6360
11460,-6360,10.020,-6360
11480,-6360,10.371,-6360
11500,-6360,10.195,-6360
11520,-6360,9.316,-6360
11540,-6360,7.734,-6360
11560,-6360,5.801,-6360
11580,-6360,3.516,-6360
11600,-6360,1.055,-6360
11620,-6360,-1.582,-6360
11640,-6360,-4.043,-6360
11660,-6360,-6.328,-6360
11680,-6360,-8.086,-6360
11700,-6360,-9.316,-6360
11720,-6360,-10.020,-6360
11740,-6360,-10.020,-6360
11760,-6360,-9.492,-6360
11780,-6360,-8.262,-6360
11800,-6360,-6.504,-6360
11820,-6360,-4.395,-6360
11840,-6360,-1.934,-6360
11860,-6360,0.527,-6360
11880,-6360,2.988,-6360
11900,-6360,5.273,-6360
11920,-6360,7.031,-6360
11940,-6360,8.613,-6360
11960,-6360,9.492,-6360
11980,-6360,9.844,-6360
12000,-6360,9.492,-6360
12020,-6360,8.613,-6360
12040,-6360,7.031,-6360
12060,-6360,5.273,-6360
12080,-6360,2.988,-6360
12100,-6360,0.527,-6360
12120,-6360,-1.934,-6360
12140,-6360,-4.043,-6360
12160,-6360,-6.152,-6360
12180,-6360,-7.734,-6360
12200,-6360,-8.789,-6360
12220,-6360,-9.316,-6360
12240,-6360,-9.316,-6360
12260,-6360,-8.613,-6360
12280,-6360,-7.383,-6360
12300,-6360,-5.801,-6360
12320,-6360,-3.691,-6360
12340,-6360,-1.406,-6360
12360,-6360,0.879,-6360
12380,-6360,3.164,-6360
12400,-6360,5.273,-6360
12420,-6360,7.031,-6360
12440,-6360,8.262,-6360
12460,-6360,9.141,-6360
12480,-6360,9.316,-6360
12500,-6360,8.789,-6360
12520,-6360,7.910,-6360
12540,-6360,6.504,-6360
12560,-6360,4.570,-6360
12580,-6360,2.461,-6360
12600,-6360,0.176,-6360
12620,-6360,-2.109,-6360
12640,-6360,-4.219,-6360
12660,-6360,-5.977,-6360
12680,-6360,-7.383,-6360
12700,-6360,-8.438,-6360
12720,-6360,-8.789,-6360
12740,-6360,-8.613,-6360
12760,-6360,-7.910,-6360
12780,-6360,-6.680,-6360
12800,-6360,-5.098,-6360
12820,-6360,-2.988,-6360
12840,-6360,-0.879,-6360
12860,-6360,1.230,-6360
12880,-6360,3.340,-6360
12900,-6360,5.273,-6360
12920,-6360,6.855,-6360
12940,-6360,7.910,-6360
12960,-6360,8.438,-6360
12980,-6360,8.613,-6360
13000,-6360,8.086,-6360
13020,-6360,7.031,-6360
13040,-6360,5.625,-6360
13060,-6360,3.867,-6360
