time_ms,position_step,position_deg,target_step
10000,-1,0.176,-4240
10020,-22,0.000,-4240
10040,-70,-1.406,-4240
10060,-144,-3.164,-4240
10080,-237,-5.449,-4240
10100,-330,-7.207,-4240
10120,-422,-8.613,-4240
10140,-515,-9.316,-4240
10160,-609,-9.668,-4240
10180,-703,-9.141,-4240
10200,-795,-8.086,-4240
10220,-888,-6.504,-4240
10240,-980,-4.570,-4240
10260,-1073,-2.285,-4240
10280,-1166,0.176,-4240
10300,-1259,2.461,-4240
10320,-1351,4.746,-4240
10340,-1445,6.680,-4240
10360,-1540,8.086,-4240
10380,-1633,8.965,-4240
10400,-1725,9.492,-4240
10420,-1817,9.316,-4240
10440,-1911,8.438,-4240
10460,-2005,7.031,-4240
10480,-2100,5.273,-4240
10500,-2194,3.164,-4240
10520,-2287,0.879,-4240
10540,-2379,-1.406,-4240
10560,-2471,-3.516,-4240
10580,-2564,-5.273,-4240
10600,-2657,-6.855,-4240
10620,-2750,-7.910,-4240
10640,-2837,-8.262,-4240
10660,-2929,-8.262,-4240
10680,-3022,-7.910,-4240
10700,-3114,-6.855,-4240
10720,-3207,-5.449,-4240
10740,-3299,-3.691,-4240
10760,-3391,-1.758,-4240
10780,-3484,0.352,-4240
10800,-3576,2.461,-4240
10820,-3668,4.395,-4240
10840,-3760,5.977,-4240
10860,-3854,7.207,-4240
10880,-3948,7.910,-4240
10900,-4040,8.262,-4240
10920,-4128,8.086,-4240
10940,-4192,8.086,-4240
10960,-4229,8.438,-4240
10980,-4240,8.789,-4240
11000,-4240,8.965,-4240
11020,-4240,8.613,-4240
11040,-4240,7.734,-4240
11060,-4240,6.504,-4240
11080,-4240,4.746,-4240
11100,-4240,2.813,-4240
11120,-4240,0.527,-4240
11140,-4240,-1.582,-4240
11160,-4240,-3.691,-4240
11180,-4240,-5.449,-4240
11200,-4240,-6.855,-4240
11220,-4240,-7.734,-4240
11240,-4240,-8.262,-4240
11260,-4240,-8.086,-4240
11280,-4240,-7.383,-4240
11300,-4240,-6.328,-4240
11320,-4240,-4.746,-4240
11340,-4240,-2.988,-4240
11360,-4240,-1.055,-4240
11380,-4240,1.055,-4240
11400,-4240,3.164,-4240
11420,-4240,4.922,-4240
11440,-4240,6.504,-4240
11460,-4240,7.734,-4240
11480,-4240,8.262,-4240
11500,-4240,8.438,-4240
11520,-4240,8.086,-4240
11540,-4240,7.383,-4240
11560,-4240,6.152,-4240
11580,-4240,4.395,-4240
11600,-4240,2.637,-4240
11620,-4240,0.527,-4240
11640,-4240,-1.406,-4240
11660,-4240,-3.340,-4240
11680,-4240,-4.922,-4240
11700,-4240,-6.328,-4240
11720,-4240,-7.031,-4240
11740,-4240,-7.383,-4240
11760,-4240,-7.383,-4240
11780,-4240,-6.680,-4240
11800,-4240,-5.625,-4240
11820,-4240,-4.219,-4240
11840,-4240,-2.461,-4240
11860,-4240,-0.527,-4240
11880,-4240,1.406,-4240
11900,-4240,3.164,-4240
11920,-4240,4.922,-4240
11940,-4240,6.152,-4240
11960,-4240,7.207,-4240
11980,-4240,7.734,-4240
12000,-4240,7.910,-4240
12020,-4240,7.383,-4240
12040,-4240,6.504,-4240
12060,-4240,5.273,-4240
12080,-4240,3.691,-4240
12100,-4240,2.109,-4240
12120,-4240,0.176,-4240
12140,-4240,-1.582,-4240
12160,-4240,-3.164,-4240
12180,-4240,-4.746,-4240
12200,-4240,-5.801,-4240
