time_ms,angle_deg
5000,0.150
5005,0.150
5010,0.300
5015,0.300
5020,0.450
5025,0.750
5030,1.050
5035,1.350
5040,1.650
5045,1.950
5050,2.400
5055,2.850
5060,3.300
5065,3.750
5070,4.200
5075,4.650
5080,5.100
5085,5.550
5090,5.850
5095,6.150
5100,6.450
5105,6.750
5110,7.050
5115,7.200
5120,7.500
5125,7.650
5130,7.950
5135,8.100
5140,8.250
5145,8.250
5150,8.400
5155,8.400
5160,8.400
5165,8.400
5170,8.250
5175,8.250
5180,8.100
5185,7.800
5190,7.650
5195,7.350
5200,7.200
5205,6.900
5210,6.600
5215,6.300
5220,5.850
5225,5.550
5230,5.100
5235,4.650
5240,4.200
5245,3.900
5250,3.450
5255,3.000
5260,2.550
5265,1.950
5270,1.500
5275,1.050
5280,0.600
5285,0.000
5290,-0.450
5295,-1.050
5300,-1.500
5305,-1.950
5310,-2.550
5315,-3.000
5320,-3.450
5325,-3.900
5330,-4.350
5335,-4.650
5340,-5.100
5345,-5.550
5350,-5.850
5355,-6.150
5360,-6.450
5365,-6.750
5370,-6.900
5375,-7.200
5380,-7.350
5385,-7.500
5390,-7.650
5395,-7.650
5400,-7.650
5405,-7.800
5410,-7.800
5415,-7.650
5420,-7.650
5425,-7.500
5430,-7.350
5435,-7.200
5440,-7.050
5445,-6.750
5450,-6.600
5455,-6.300
5460,-6.000
5465,-5.700
5470,-5.250
5475,-4.950
5480,-4.500
5485,-4.200
5490,-3.750
5495,-3.300
5500,-2.850
5505,-2.400
5510,-1.950
5515,-1.500
5520,-1.050
5525,-0.450
5530,0.000
5535,0.450
5540,1.050
5545,1.500
5550,1.950
5555,2.400
5560,3.000
5565,3.450
5570,3.900
5575,4.200
5580,4.650
5585,5.100
5590,5.400
5595,5.850
5600,6.150
5605,6.450
5610,6.750
5615,6.900
5620,7.200
5625,7.350
5630,7.500
5635,7.650
5640,7.650
5645,7.800
5650,7.800
5655,7.800
5660,7.800
5665,7.800
5670,7.650
5675,7.500
5680,7.350
5685,7.200
5690,7.050
5695,6.900
5700,6.600
5705,6.300
5710,6.000
5715,5.700
5720,5.250
5725,4.950
5730,4.500
5735,4.200
5740,3.750
5745,3.300
5750,2.850
5755,2.400
5760,1.950
5765,1.500
5770,1.050
5775,0.600
5780,0.150
5785,-0.450
5790,-0.900
5795,-1.350
5800,-1.800
5805,-2.250
5810,-2.700
5815,-3.150
5820,-3.600
5825,-4.050
5830,-4.350
5835,-4.800
5840,-5.100
5845,-5.400
5850,-5.700
5855,-6.000
5860,-6.300
5865,-6.450
5870,-6.750
5875,-6.900
5880,-7.050
5885,-7.050
5890,-7.200
5895,-7.200
5900,-7.200
5905,-7.200
5910,-7.200
5915,-7.200
5920,-7.050
5925,-6.900
5930,-6.750
5935,-6.600
5940,-6.450
5945,-6.450
5950,-6.450
5955,-6.300
5960,-6.300
5965,-6.300
5970,-6.150
5975,-6.300
5980,-6.300
5985,-6.300
5990,-6.300
5995,-6.450
6000,-6.450
6005,-6.600
6010,-6.600
6015,-6.600
6020,-6.450
6025,-6.450
6030,-6.300
6035,-6.300
6040,-6.150
6045,-6.000
6050,-5.700
6055,-5.550
6060,-5.250
6065,-5.100
6070,-4.800
6075,-4.500
6080,-4.200
6085,-3.900
6090,-3.450
6095,-3.150
6100,-2.850
6105,-2.400
6110,-2.100
6115,-1.650
6120,-1.200
6125,-0.750
6130,-0.450
6135,0.000
6140,0.450
6145,0.900
6150,1.200
6155,1.650
6160,2.100
6165,2.400
6170,2.850
6175,3.150
6180,3.600
6185,3.900
6190,4.200
6195,4.500
6200,4.800
6205,5.100
6210,5.250
6215,5.550
6220,5.700
6225,6.000
6230,6.150
6235,6.300
6240,6.300
6245,6.450
6250,6.450
6255,6.600
6260,6.600
6265,6.600
6270,6.450
6275,6.450
6280,6.300
6285,6.300
6290,6.150
6295,6.000
6300,5.700
6305,5.550
6310,5.250
6315,5.100
6320,4.800
6325,4.500
6330,4.200
6335,3.900
6340,3.600
6345,3.150
6350,2.850
6355,2.550
6360,2.100
6365,1.800
6370,1.350
6375,0.900
6380,0.600
6385,0.150
6390,-0.300
6395,-0.600
6400,-1.050
6405,-1.500
6410,-1.800
6415,-2.250
6420,-2.550
6425,-2.850
6430,-3.300
6435,-3.600
6440,-3.900
6445,-4.200
6450,-4.500
6455,-4.650
6460,-4.800
6465,-4.950
6470,-4.950
6475,-4.800
6480,-4.650
6485,-4.350
6490,-4.200
6495,-3.900
6500,-3.450
6505,-3.150
6510,-2.850
6515,-2.700
6520,-2.550
6525,-2.250
6530,-2.100
6535,-1.950
6540,-1.950
6545,-1.950
6550,-1.950
6555,-1.800
6560,-1.800
6565,-1.800
6570,-1.800
6575,-1.650
6580,-1.650
6585,-1.650
6590,-1.500
6595,-1.500
6600,-1.350
6605,-1.350
6610,-1.200
6615,-1.050
6620,-1.050
6625,-0.900
6630,-0.750
6635,-0.600
6640,-0.600
6645,-0.450
6650,-0.300
6655,-0.150
6660,-0.150
