10000,-1,0.000,-2120
10020,-21,-0.176,-2120
10040,-67,-1.055,-2120
10060,-139,-2.813,-2120
10080,-229,-4.746,-2120
10100,-319,-6.855,-2120
10120,-409,-8.613,-2120
10140,-504,-9.316,-2120
10160,-594,-8.613,-2120
10180,-686,-7.207,-2120
10200,-775,-5.449,-2120
10220,-866,-4.043,-2120
10240,-960,-3.340,-2120
10260,-1052,-3.164,-2120
10280,-1142,-3.691,-2120
10300,-1235,-4.922,-2120
10320,-1326,-6.680,-2120
10340,-1417,-8.438,-2120
10360,-1507,-9.492,-2120
10380,-1594,-9.316,-2120
10400,-1684,-8.086,-2120
10420,-1775,-6.504,-2120
10440,-1868,-5.273,-2120
10460,-1957,-4.570,-2120
10480,-2035,-4.395,-2120
10500,-2087,-4.395,-2120
10520,-2114,-4.395,-2120
10540,-2120,-4.395,-2120
10560,-2120,-4.395,-2120
10580,-2120,-4.395,-2120
10600,-2120,-4.395,-2120
10620,-2120,-4.395,-2120
10640,-2120,-4.395,-2120
10660,-2120,-4.395,-2120
10680,-2120,-4.395,-2120
10700,-2120,-4.395,-2120
10720,-2120,-4.395,-2120
10740,-2120,-4.395,-2120
10760,-2120,-4.395,-2120
10780,-2120,-4.395,-2120
10800,-2120,-4.395,-2120
10820,-2120,-4.395,-2120
10840,-2120,-4.395,-2120
10860,-2120,-4.395,-2120
10880,-2120,-4.395,-2120
10900,-2120,-4.395,-2120
10920,-2120,-4.395,-2120
10940,-2120,-4.395,-2120
10960,-2120,-4.395,-2120
10980,-2120,-4.395,-2120
11000,-2120,-4.395,-2120
11020,-2120,-4.395,-2120
11040,-2120,-4.395,-2120
11060,-2120,-4.395,-2120
11080,-2120,-4.395,-2120
11100,-2120,-4.395,-2120
11120,-2120,-4.395,-2120
11140,-2120,-4.395,-2120
11160,-2120,-4.395,-2120
11180,-2120,-4.395,-2120
11200,-2120,-4.395,-2120
11220,-2120,-4.395,-2120
11240,-2120,-4.395,-2120
11260,-2120,-4.395,-2120
11280,-2120,-4.395,-2120
11300,-2120,-4.395,-2120
11320,-2120,-4.395,-2120
11340,-2120,-4.395,-2120
11360,-2120,-4.395,-2120
11380,-2120,-4.395,-2120
11400,-2120,-4.395,-2120
11420,-2120,-4.395,-2120
11440,-2120,-4.395,-2120
11460,-2120,-4.395,-2120
11480,-2120,-4.395,-2120
11500,-2120,-4.395,-2120
11520,-2120,-4.395,-2120
11540,-2120,-4.395,-2120
11560,-2120,-4.395,-2120
11580,-2120,-4.395,-2120
11600,-2120,-4.395,-2120
11620,-2120,-4.395,-2120
11640,-2120,-4.395,-2120
11660,-2120,-4.395,-2120
11680,-2120,-4.395,-2120
11700,-2120,-4.395,-2120
11720,-2120,-4.395,-2120
11740,-2120,-4.395,-2120
