79880,3980,6.680
79900,3982,6.680
79920,3983,6.680
79940,3984,6.680
79960,3985,6.680
New target: -530 steps (-59.63 deg)
79980,3986,6.680
80000,3986,6.504
80020,3985,6.504
80040,3983,6.328
80060,3981,6.328
80080,3979,6.328
80100,3976,6.504
80120,3973,6.328
80140,3970,6.328
80160,3966,6.328
80180,3962,6.328
80200,3957,6.328
80220,3952,6.504
80240,3947,6.328
80260,3941,6.328
80280,3935,6.328
80300,3928,6.504
80320,3921,6.328
80340,3914,6.328
80360,3906,6.328
80380,3898,6.328
80400,3889,6.328
80420,3881,6.504
80440,3872,6.504
80460,3862,6.328
80480,3852,6.328
80500,3842,6.328
80520,3832,6.328
80540,3821,6.328
80560,3810,6.328
80580,3799,6.328
80600,3787,6.328
80620,3775,6.504
80640,3762,6.328
80660,3749,6.328
80680,3735,6.504
80700,3721,6.328
80720,3707,6.328
80740,3694,6.328
80760,3681,6.504
80780,3669,6.504
80800,3657,6.680
80820,3645,6.504
80840,3633,6.680
80860,3622,6.680
80880,3611,6.680
80900,3600,6.680
80920,3590,6.680
80940,3580,6.680
80960,3570,6.680
80980,3561,6.680
81000,3552,6.680
81020,3544,6.680
81040,3536,6.680
81060,3528,6.680
81080,3521,6.680
81100,3514,6.680
81120,3507,6.504
81140,3501,6.504
81160,3495,6.680
81180,3490,6.680
81200,3485,6.504
81220,3480,6.680
81240,3476,6.504
81260,3472,6.680
81280,3469,6.504
81300,3466,6.680
81320,3463,6.504
81340,3461,6.504
81360,3459,6.504
81380,3457,6.680
New target: -721 steps (-81.11 deg)
81400,3456,6.504
81420,3456,6.504
81440,3455,6.504
81460,3453,6.504
81480,3452,6.504
81500,3450,6.504
81520,3447,6.328
81540,3444,6.328
81560,3441,6.328
81580,3437,6.152
81600,3433,6.328
81620,3428,6.152
81640,3423,6.152
81660,3418,6.328
81680,3412,6.152
81700,3406,6.152
81720,3400,6.328
81740,3393,6.328
81760,3386,6.328
81780,3378,6.328
81800,3370,6.328
81820,3362,6.328
81840,3353,6.328
81860,3344,6.328
81880,3334,6.328
81900,3324,6.328
81920,3314,6.328
81940,3303,6.328
81960,3292,6.328
81980,3281,6.328
82000,3269,6.328
82020,3257,6.328
82040,3245,6.328
82060,3233,6.328
82080,3220,6.328
82100,3207,6.328
82120,3193,6.328
82140,3179,6.328
82160,3165,6.328
82180,3150,6.328
82200,3135,6.328
82220,3120,6.328
82240,3104,6.328
82260,3087,6.328
82280,3071,6.328
82300,3055,6.328
82320,3040,6.328
82340,3025,6.504
82360,3011,6.504
82380,2997,6.504
82400,2983,6.680
82420,2970,6.680
82440,2957,6.680
82460,2944,6.855
82480,2932,6.680
82500,2921,6.855
82520,2910,6.680
82540,2899,6.680
82560,2888,6.680
82580,2878,6.504
82600,2868,6.504
82620,2858,6.680
82640,2849,6.680
82660,2840,6.680
82680,2831,6.504
82700,2823,6.504
82720,2815,6.504
82740,2808,6.680
82760,2801,6.680
82780,2794,6.680
82800,2787,6.680
82820,2781,6.680
82840,2775,6.680
82860,2770,6.680
82880,2765,6.504
82900,2760,6.680
82920,2756,6.504
82940,2752,6.680
82960,2749,6.504
82980,2746,6.680
83000,2743,6.504
83020,2741,6.504
83040,2739,6.680
83060,2737,6.680
83080,2736,6.680
83100,2736,6.504
New target: -372 steps (-41.85 deg)
83120,2735,6.504
83140,2734,6.504
83160,2733,6.504
83180,2732,6.504
83200,2730,6.504
83220,2727,6.504
83240,2725,6.328
83260,2722,6.328
83280,2718,6.328
83300,2714,6.328
83320,2710,6.152
83340,2705,6.328
83360,2700,6.152
83380,2695,6.152
83400,2689,6.328
83420,2683,6.328
83440,2676,6.328
83460,2669,6.152
