5000,1,-0.150,6200
5005,3,-0.150,6200
5010,6,0.000,6200
5015,10,0.000,6200
5020,15,0.000,6200
5025,20,0.150,6200
5030,27,0.150,6200
5035,35,0.300,6200
5040,45,0.600,6200
5045,55,0.750,6200
5050,64,1.050,6200
5055,75,1.200,6200
5060,86,1.350,6200
5065,99,1.650,6200
5070,113,1.950,6200
5075,128,2.250,6200
5080,143,2.550,6200
5085,161,2.850,6200
5090,178,3.150,6200
5095,196,3.450,6200
5100,215,3.750,6200
5105,231,4.200,6200
5110,247,4.350,6200
5115,266,4.650,6200
5120,284,4.800,6200
5125,304,5.100,6200
5130,321,5.250,6200
5135,340,5.550,6200
5140,360,5.700,6200
5145,381,5.850,6200
5150,402,6.000,6200
5155,423,6.300,6200
5160,444,6.300,6200
5165,465,6.450,6200
5170,486,6.450,6200
5175,507,6.600,6200
5180,528,6.600,6200
5185,549,6.600,6200
5190,570,6.600,6200
5195,588,6.450,6200
5200,605,6.300,6200
5205,625,6.000,6200
5210,642,5.850,6200
5215,658,5.700,6200
5220,678,5.400,6200
5225,698,5.100,6200
5230,718,4.950,6200
5235,735,4.650,6200
5240,755,4.350,6200
5245,772,4.050,6200
5250,792,3.600,6200
5255,809,3.300,6200
5260,827,2.850,6200
5265,843,2.550,6200
5270,862,1.950,6200
5275,874,1.500,6200
5280,891,1.050,6200
5285,910,0.600,6200
5290,929,0.150,6200
5295,943,-0.150,6200
5300,959,-0.750,6200
5305,979,-1.200,6200
5310,997,-1.650,6200
5315,1014,-1.950,6200
5320,1034,-2.400,6200
5325,1052,-2.700,6200
5330,1068,-3.150,6200
5335,1086,-3.600,6200
5340,1103,-3.900,6200
5345,1123,-4.200,6200
5350,1143,-4.650,6200
5355,1163,-4.800,6200
5360,1181,-5.100,6200
5365,1201,-5.400,6200
5370,1221,-5.550,6200
5375,1239,-5.700,6200
5380,1257,-6.000,6200
5385,1275,-6.150,6200
5390,1294,-6.300,6200
5395,1315,-6.300,6200
5400,1334,-6.450,6200
5405,1354,-6.450,6200
5410,1369,-6.450,6200
5415,1388,-6.600,6200
5420,1409,-6.600,6200
5425,1421,-6.450,6200
5430,1438,-6.450,6200
5435,1456,-6.450,6200
5440,1475,-6.300,6200
5445,1495,-6.150,6200
5450,1512,-6.000,6200
5455,1530,-5.850,6200
5460,1546,-5.700,6200
5465,1564,-5.550,6200
5470,1584,-5.250,6200
5475,1602,-4.950,6200
5480,1620,-4.650,6200
5485,1637,-4.350,6200
5490,1654,-4.050,6200
5495,1673,-3.750,6200
5500,1689,-3.450,6200
5505,1705,-3.150,6200
5510,1721,-2.850,6200
5515,1739,-2.550,6200
5520,1757,-2.100,6200
5525,1776,-1.800,6200
5530,1795,-1.200,6200
5535,1815,-0.900,6200
5540,1832,-0.450,6200
5545,1849,-0.150,6200
5550,1866,0.300,6200
5555,1882,0.600,6200
5560,1900,1.050,6200
5565,1918,1.350,6200
5570,1938,1.800,6200
5575,1957,2.250,6200
5580,1978,2.700,6200
5585,1994,3.000,6200
5590,2014,3.300,6200
5595,2030,3.600,6200
5600,2047,3.900,6200
5605,2066,4.200,6200
5610,2080,4.500,6200
5615,2100,4.650,6200
5620,2114,4.950,6200
5625,2132,5.100,6200
5630,2152,5.250,6200
5635,2170,5.550,6200
5640,2189,5.700,6200
5645,2208,5.850,6200
5650,2228,6.000,6200
5655,2245,6.150,6200
5660,2262,6.150,6200
5665,2282,6.300,6200
5670,2303,6.300,6200
5675,2323,6.300,6200
5680,2342,6.300,6200
5685,2362,6.300,6200
5690,2380,6.150,6200
5695,2400,6.150,6200
5700,2420,6.000,6200
5705,2437,5.850,6200
5710,2454,5.700,6200
5715,2468,5.400,6200
5720,2483,5.100,6200
5725,2500,4.650,6200
5730,2520,4.350,6200
5735,2539,4.200,6200
5740,2560,3.900,6200
5745,2576,3.600,6200
5750,2597,3.300,6200
5755,2615,3.000,6200
5760,2632,2.700,6200
5765,2654,2.250,6200
5770,2674,1.950,6200
5775,2694,1.650,6200
5780,2713,1.200,6200
5785,2730,0.900,6200
5790,2749,0.300,6200
5795,2766,0.000,6200
5800,2786,-0.450,6200
5805,2802,-0.750,6200
5810,2818,-1.350,6200
5815,2838,-1.800,6200
5820,2859,-2.100,6200
5825,2876,-2.400,6200
5830,2895,-2.700,6200
5835,2910,-3.150,6200
5840,2927,-3.450,6200
5845,2947,-3.900,6200
5850,2967,-4.200,6200
5855,2984,-4.350,6200
5860,2999,-4.650,6200
5865,3013,-5.100,6200
5870,3028,-5.400,6200
5875,3046,-5.700,6200
5880,3065,-5.850,6200
5885,3084,-6.000,6200
5890,3103,-6.150,6200
5895,3123,-6.150,6200
5900,3139,-6.300,6200
5905,3156,-6.450,6200
