time_ms,angle_deg
5000,0.000
5005,0.000
5010,0.000
5015,0.150
5020,0.150
5025,0.300
5030,0.450
5035,0.750
5040,1.200
5045,1.500
5050,1.950
5055,2.400
5060,2.850
5065,3.300
5070,3.900
5075,4.350
5080,4.800
5085,5.250
5090,5.700
5095,6.000
5100,6.450
5105,6.750
5110,7.050
5115,7.350
5120,7.650
5125,7.800
5130,8.100
5135,8.250
5140,8.400
5145,8.400
5150,8.550
5155,8.550
5160,8.550
5165,8.550
5170,8.400
5175,8.250
5180,8.100
5185,7.950
5190,7.800
5195,7.500
5200,7.350
5205,7.050
5210,6.600
5215,6.300
5220,5.850
5225,5.400
5230,5.100
5235,4.650
5240,4.200
5245,3.750
5250,3.150
5255,2.700
5260,2.250
5265,1.650
5270,1.200
5275,0.600
5280,0.000
5285,-0.450
5290,-1.050
5295,-1.500
5300,-2.100
5305,-2.700
5310,-3.300
5315,-4.050
5320,-4.650
5325,-5.400
5330,-6.300
5335,-7.050
5340,-7.800
5345,-8.700
5350,-9.450
5355,-10.200
5360,-10.800
5365,-11.400
5370,-12.000
5375,-12.600
5380,-13.050
5385,-13.200
5390,-13.500
5395,-13.650
5400,-13.650
5405,-13.500
5410,-13.350
5415,-13.050
5420,-12.750
5425,-12.300
5430,-11.850
5435,-11.250
5440,-10.650
5445,-10.200
5450,-9.450
5455,-8.850
5460,-8.100
5465,-7.350
5470,-6.600
5475,-5.850
5480,-4.950
5485,-4.050
5490,-3.150
5495,-2.400
5500,-1.500
5505,-0.600
5510,0.300
5515,1.200
5520,2.100
5525,2.850
5530,3.750
5535,4.500
5540,5.400
5545,6.150
5550,6.900
5555,7.650
5560,8.400
5565,9.150
5570,9.750
5575,10.350
5580,10.800
5585,11.400
5590,11.850
5595,12.300
5600,12.600
5605,12.900
5610,13.200
5615,13.350
5620,13.650
5625,13.650
5630,13.800
5635,13.650
5640,13.650
5645,13.650
5650,13.500
5655,13.200
5660,12.900
5665,12.600
5670,12.300
5675,11.850
5680,11.400
5685,10.800
5690,10.350
5695,9.750
5700,9.150
5705,8.400
5710,7.650
5715,7.050
5720,6.150
5725,5.400
5730,4.650
5735,3.900
5740,3.000
5745,2.100
5750,1.200
5755,0.450
5760,-0.450
5765,-1.350
5770,-2.250
5775,-3.150
5780,-3.900
5785,-4.800
5790,-5.550
5795,-6.450
5800,-7.200
5805,-7.950
5810,-8.550
5815,-9.300
5820,-9.900
5825,-10.500
5830,-11.100
5835,-11.550
5840,-12.000
5845,-12.450
5850,-12.900
5855,-13.050
5860,-13.350
5865,-13.500
5870,-13.650
5875,-13.800
5880,-13.800
5885,-13.800
5890,-13.800
5895,-13.650
5900,-13.350
5905,-13.050
5910,-12.750
5915,-12.450
5920,-12.150
5925,-11.700
5930,-11.100
5935,-10.650
5940,-10.050
5945,-9.450
5950,-8.850
5955,-8.400
5960,-7.800
5965,-7.350
5970,-6.900
5975,-6.300
5980,-5.850
5985,-5.400
5990,-4.950
5995,-4.500
6000,-4.050
6005,-3.750
6010,-3.450
6015,-3.000
6020,-2.700
6025,-2.250
6030,-1.950
6035,-1.500
6040,-1.050
6045,-0.750
6050,-0.300
6055,0.150
6060,0.600
6065,0.900
6070,1.350
6075,1.800
6080,2.100
6085,2.550
6090,2.850
6095,3.150
6100,3.600
6105,3.900
6110,4.200
6115,4.500
6120,4.800
6125,4.950
6130,5.250
6135,5.400
6140,5.700
6145,5.850
6150,6.000
6155,6.000
6160,6.150
6165,6.150
6170,6.300
6175,6.300
6180,6.300
6185,6.150
6190,6.150
6195,6.000
6200,6.000
6205,5.850
6210,5.550
6215,5.400
6220,5.250
6225,4.950
6230,4.800
6235,4.500
6240,4.200
6245,3.900
6250,3.600
6255,3.300
6260,3.000
6265,2.550
6270,2.250
6275,1.800
6280,1.500
6285,1.050
6290,0.750
6295,0.300
6300,0.000
6305,-0.450
6310,-0.900
6315,-1.200
6320,-1.650
6325,-1.950
6330,-2.400
6335,-2.700
6340,-3.000
6345,-3.300
6350,-3.750
6355,-4.050
6360,-4.350
6365,-4.650
6370,-4.800
6375,-5.100
6380,-5.250
6385,-5.550
6390,-5.700
6395,-5.850
6400,-6.000
6405,-6.000
6410,-6.150
6415,-6.150
6420,-6.150
6425,-6.150
6430,-6.150
6435,-6.150
6440,-6.150
6445,-6.000
6450,-5.850
6455,-5.700
6460,-5.550
6465,-5.400
6470,-4.950
6475,-4.650
6480,-4.200
6485,-3.600
6490,-3.150
6495,-2.400
6500,-1.800
6505,-1.050
6510,-0.300
6515,0.450
6520,1.050
6525,1.650
6530,2.100
6535,2.550
6540,3.000
6545,3.300
