time_ms,position_step,position_deg,target_step
5000,1,0.000,4480
5005,3,0.000,4480
5010,7,0.000,4480
5015,13,0.150,4480
5020,19,0.150,4480
5025,25,0.300,4480
5030,34,0.450,4480
5035,44,0.750,4480
5040,56,0.900,4480
5045,67,1.200,4480
5050,81,1.500,4480
5055,94,1.800,4480
5060,110,2.100,4480
5065,126,2.400,4480
5070,143,2.850,4480
5075,162,3.150,4480
5080,183,3.450,4480
5085,205,3.900,4480
5090,228,4.350,4480
5095,251,4.800,4480
5100,274,5.250,4480
5105,297,5.550,4480
5110,321,5.850,4480
5115,342,6.150,4480
5120,363,6.450,4480
5125,385,6.600,4480
5130,407,6.750,4480
5135,430,7.050,4480
5140,449,7.200,4480
5145,469,7.350,4480
5150,493,7.350,4480
5155,513,7.350,4480
5160,535,7.500,4480
5165,557,7.500,4480
5170,578,7.500,4480
5175,599,7.350,4480
5180,622,7.200,4480
5185,644,7.200,4480
5190,665,7.050,4480
5195,685,6.900,4480
5200,705,6.600,4480
5205,726,6.300,4480
5210,749,6.150,4480
5215,771,5.850,4480
5220,791,5.550,4480
5225,810,5.250,4480
5230,832,4.800,4480
5235,854,4.500,4480
5240,875,4.200,4480
5245,897,3.750,4480
5250,920,3.450,4480
5255,942,3.000,4480
5260,965,2.550,4480
5265,986,2.250,4480
5270,1008,1.800,4480
5275,1029,1.200,4480
5280,1052,0.750,4480
5285,1074,0.300,4480
5290,1095,-0.150,4480
5295,1115,-0.600,4480
5300,1135,-1.050,4480
5305,1156,-1.500,4480
5310,1178,-2.100,4480
5315,1197,-2.550,4480
5320,1218,-2.850,4480
5325,1237,-3.300,4480
5330,1259,-3.750,4480
5335,1280,-4.200,4480
5340,1301,-4.500,4480
5345,1321,-4.950,4480
5350,1343,-5.250,4480
5355,1362,-5.550,4480
5360,1385,-5.850,4480
5365,1405,-6.150,4480
5370,1426,-6.300,4480
5375,1446,-6.600,4480
5380,1467,-6.750,4480
5385,1490,-6.900,4480
5390,1512,-7.050,4480
5395,1531,-7.050,4480
5400,1554,-7.200,4480
5405,1574,-7.200,4480
5410,1597,-7.200,4480
5415,1617,-7.200,4480
5420,1638,-7.050,4480
5425,1657,-7.050,4480
5430,1678,-7.050,4480
5435,1701,-6.900,4480
5440,1723,-6.750,4480
5445,1746,-6.450,4480
5450,1769,-6.150,4480
5455,1790,-6.000,4480
5460,1813,-5.700,4480
5465,1835,-5.400,4480
5470,1858,-5.100,4480
5475,1879,-4.800,4480
5480,1901,-4.350,4480
5485,1924,-4.050,4480
5490,1946,-3.600,4480
5495,1967,-3.150,4480
5500,1990,-2.850,4480
5505,2013,-2.400,4480
5510,2036,-1.950,4480
5515,2059,-1.500,4480
5520,2082,-1.050,4480
5525,2105,-0.600,4480
5530,2128,-0.150,4480
5535,2151,0.450,4480
5540,2174,0.900,4480
5545,2197,1.350,4480
5550,2220,1.800,4480
5555,2244,2.250,4480
5560,2267,2.700,4480
5565,2290,3.150,4480
5570,2314,3.450,4480
5575,2337,3.900,4480
5580,2360,4.350,4480
5585,2383,4.650,4480
5590,2406,5.100,4480
5595,2429,5.400,4480
5600,2452,5.700,4480
5605,2475,6.000,4480
5610,2498,6.150,4480
5615,2521,6.450,4480
5620,2545,6.600,4480
5625,2568,6.900,4480
5630,2591,7.050,4480
5635,2614,7.050,4480
5640,2635,7.200,4480
5645,2657,7.200,4480
5650,2681,7.200,4480
5655,2704,7.200,4480
5660,2727,7.350,4480
5665,2748,7.200,4480
5670,2769,7.050,4480
5675,2790,6.750,4480
5680,2811,6.600,4480
5685,2833,6.300,4480
5690,2857,6.150,4480
5695,2877,6.000,4480
5700,2900,5.850,4480
5705,2920,5.550,4480
5710,2943,5.100,4480
5715,2964,4.800,4480
5720,2986,4.500,4480
5725,3006,4.050,4480
5730,3027,3.600,4480
5735,3050,3.300,4480
5740,3072,2.850,4480
5745,3091,2.400,4480
5750,3113,1.950,4480
5755,3133,1.500,4480
5760,3155,1.050,4480
5765,3177,0.600,4480
5770,3199,0.300,4480
5775,3219,-0.150,4480
5780,3240,-0.750,4480
5785,3261,-1.200,4480
5790,3282,-1.650,4480
5795,3305,-1.950,4480
5800,3327,-2.400,4480
5805,3346,-2.850,4480
5810,3369,-3.150,4480
5815,3390,-3.600,4480
5820,3410,-4.050,4480
5825,3431,-4.350,4480
5830,3455,-4.650,4480
5835,3477,-4.950,4480
5840,3498,-5.250,4480
5845,3519,-5.550,4480
5850,3540,-5.850,4480
5855,3561,-6.000,4480
5860,3583,-6.300,4480
5865,3604,-6.450,4480
5870,3624,-6.600,4480
5875,3643,-6.750,4480
5880,3666,-6.900,4480
5885,3688,-7.050,4480
5890,3711,-7.050,4480
5895,3731,-6.900,4480
5900,3752,-7.050,4480
5905,3772,-7.050,4480
5910,3795,-7.050,4480
5915,3815,-6.900,4480
5920,3835,-6.750,4480
5925,3853,-6.600,4480
5930,3874,-6.600,4480
5935,3896,-6.450,4480
5940,3918,-6.150,4480
5945,3938,-5.850,4480
5950,3957,-5.550,4480
5955,3979,-5.400,4480
5960,4001,-5.100,4480
5965,4021,-4.650,4480
5970,4042,-4.350,4480
5975,4061,-4.050,4480
5980,4083,-3.750,4480
5985,4105,-3.300,4480
5990,4127,-2.850,4480
5995,4147,-2.400,4480
6000,4169,-1.950,4480
6005,4189,-1.650,4480
6010,4211,-1.200,4480
6015,4231,-0.750,4480
6020,4253,-0.300,4480
6025,4271,0.150,4480
6030,4292,0.450,4480
6035,4314,0.900,4480
6040,4333,1.350,4480
6045,4350,1.800,4480
6050,4367,2.100,4480
6055,4382,2.400,4480
6060,4398,2.550,4480
6065,4412,2.850,4480
6070,4423,3.000,4480
6075,4433,3.150,4480
6080,4444,3.300,4480
6085,4453,3.300,4480
6090,4461,3.300,4480
6095,4467,3.300,4480
6100,4473,3.300,4480
6105,4476,3.150,4480
6110,4479,3.000,4480
6115,4480,2.850,4480
6120,4480,2.550,4480
6125,4480,2.400,4480
6130,4480,2.100,4480
6135,4480,1.800,4480
6140,4480,1.500,4480
6145,4480,1.200,4480
6150,4480,0.900,4480
6155,4480,0.600,4480
6160,4480,0.300,4480
6165,4480,0.150,4480
6170,4480,-0.150,4480
6175,4480,-0.450,4480
6180,4480,-0.750,4480
6185,4480,-1.050,4480
6190,4480,-1.350,4480
6195,4480,-1.650,4480
6200,4480,-1.950,4480
6205,4480,-2.100,4480
6210,4480,-2.400,4480
6215,4480,-2.700,4480
6220,4480,-2.850,4480
6225,4480,-3.150,4480
6230,4480,-3.300,4480
6235,4480,-3.450,4480
6240,4480,-3.600,4480
6245,4480,-3.900,4480
6250,4480,-4.050,4480
6255,4480,-4.050,4480
6260,4480,-4.200,4480
6265,4480,-4.350,4480
6270,4480,-4.350,4480
6275,4480,-4.500,4480
6280,4480,-4.500,4480
6285,4480,-4.500,4480
6290,4480,-4.500,4480
6295,4480,-4.500,4480
6300,4480,-4.500,4480
6305,4480,-4.500,4480
6310,4480,-4.350,4480
6315,4480,-4.350,4480
6320,4480,-4.200,4480
6325,4480,-4.050,4480
6330,4480,-3.900,4480
6335,4480,-3.750,4480
6340,4480,-3.600,4480
6345,4480,-3.450,4480
6350,4480,-3.300,4480
6355,4480,-3.000,4480
6360,4480,-2.850,4480
6365,4480,-2.550,4480
6370,4480,-2.400,4480
6375,4480,-2.100,4480
6380,4480,-1.950,4480
6385,4480,-1.650,4480
6390,4480,-1.350,4480
6395,4480,-1.050,4480
6400,4480,-0.900,4480
6405,4480,-0.600,4480
6410,4480,-0.300,4480
6415,4480,0.000,4480
6420,4480,0.300,4480
6425,4480,0.600,4480
6430,4480,0.750,4480
6435,4480,1.050,4480
6440,4480,1.350,4480
6445,4480,1.650,4480
6450,4480,1.800,4480
6455,4480,2.100,4480
6460,4480,2.250,4480
6465,4480,2.550,4480
6470,4480,2.700,4480
6475,4480,3.000,4480
6480,4480,3.150,4480
6485,4480,3.300,4480
6490,4480,3.450,4480
6495,4480,3.600,4480
6500,4480,3.750,4480
6505,4480,3.900,4480
6510,4480,3.900,4480
6515,4480,4.050,4480
6520,4480,4.050,4480
6525,4480,4.200,4480
6530,4480,4.200,4480
6535,4480,4.200,4480
6540,4480,4.200,4480
6545,4480,4.200,4480
6550,4480,4.200,4480
6555,4480,4.050,4480
6560,4480,4.050,4480
6565,4480,3.900,4480
6570,4480,3.900,4480
6575,4480,3.750,4480
6580,4480,3.600,4480
6585,4480,3.450,4480
6590,4480,3.300,4480
6595,4480,3.150,4480
6600,4480,3.000,4480
6605,4480,2.700,4480
6610,4480,2.550,4480
6615,4480,2.250,4480
6620,4480,2.100,4480
6625,4480,1.800,4480
6630,4480,1.650,4480
6635,4480,1.350,4480
6640,4480,1.200,4480
6645,4480,0.900,4480
6650,4480,0.600,4480
6655,4480,0.450,4480
6660,4480,0.150,4480
6665,4480,-0.150,4480
6670,4480,-0.450,4480
6675,4480,-0.600,4480
6680,4480,-0.900,4480
6685,4480,-1.200,4480
6690,4480,-1.350,4480
6695,4480,-1.650,4480
6700,4480,-1.800,4480
6705,4480,-2.100,4480
6710,4480,-2.250,4480
6715,4480,-2.550,4480
6720,4480,-2.700,4480
6725,4480,-2.850,4480
6730,4480,-3.000,4480
6735,4480,-3.150,4480
6740,4480,-3.300,4480
6745,4480,-3.450,4480
6750,4480,-3.600,4480
6755,4480,-3.750,4480
6760,4480,-3.750,4480
6765,4480,-3.900,4480
6770,4480,-3.900,4480
6775,4480,-3.900,4480
6780,4480,-3.900,4480
6785,4480,-3.900,4480
6790,4480,-3.900,4480
6795,4480,-3.900,4480
6800,4480,-3.900,4480
6805,4480,-3.900,4480
6810,4480,-3.750,4480
6815,4480,-3.750,4480
6820,4480,-3.600,4480
6825,4480,-3.450,4480
6830,4480,-3.300,4480
6835,4480,-3.150,4480
6840,4480,-3.000,4480
6845,4480,-2.850,4480
6850,4480,-2.700,4480
6855,4480,-2.550,4480
6860,4480,-2.400,4480
6865,4480,-2.100,4480
6870,4480,-1.950,4480
6875,4480,-1.650,4480
6880,4480,-1.500,4480
6885,4480,-1.200,4480
6890,4480,-1.050,4480
6895,4480,-0.750,4480
6900,4480,-0.600,4480
6905,4480,-0.300,4480
6910,4480,-0.150,4480
6915,4480,0.150,4480
6920,4480,0.450,4480
6925,4480,0.600,4480
6930,4480,0.900,4480
6935,4480,1.050,4480
6940,4480,1.350,4480
6945,4480,1.500,4480
6950,4480,1.800,4480
6955,4480,1.950,4480
6960,4480,2.100,4480
6965,4480,2.400,4480
6970,4480,2.550,4480
6975,4480,2.700,4480
6980,4480,2.850,4480
6985,4480,3.000,4480
6990,4480,3.150,4480
6995,4480,3.150,4480
7000,4480,3.300,4480
7005,4480,3.450,4480
7010,4480,3.450,4480
7015,4480,3.600,4480
7020,4480,3.600,4480
7025,4480,3.600,4480
7030,4480,3.600,4480
7035,4480,3.600,4480
7040,4480,3.600,4480
7045,4480,3.600,4480
7050,4480,3.600,4480
7055,4480,3.450,4480
7060,4480,3.450,4480
7065,4480,3.300,4480
7070,4480,3.300,4480
7075,4480,3.150,4480
7080,4480,3.000,4480
7085,4480,2.850,4480
7090,4480,2.700,4480
7095,4480,2.550,4480
7100,4480,2.400,4480
7105,4480,2.250,4480
7110,4480,2.100,4480
7115,4480,1.950,4480
7120,4480,1.650,4480
7125,4480,1.500,4480
7130,4480,1.350,4480
7135,4480,1.050,4480
7140,4480,0.900,4480
7145,4480,0.600,4480
7150,4480,0.450,4480
7155,4480,0.150,4480
7160,4480,0.000,4480
7165,4480,-0.300,4480
7170,4480,-0.450,4480
7175,4480,-0.750,4480
7180,4480,-0.900,4480
7185,4480,-1.200,4480
7190,4480,-1.350,4480
7195,4480,-1.500,4480
7200,4480,-1.800,4480
7205,4480,-1.950,4480
7210,4480,-2.100,4480
7215,4480,-2.250,4480
7220,4480,-2.400,4480
7225,4480,-2.550,4480
7230,4480,-2.700,4480
7235,4480,-2.850,4480
7240,4480,-3.000,4480
7245,4480,-3.000,4480
7250,4480,-3.150,4480
7255,4480,-3.150,4480
7260,4480,-3.300,4480
7265,4480,-3.300,4480
7270,4480,-3.300,4480
7275,4480,-3.450,4480
7280,4480,-3.450,4480
7285,4480,-3.450,4480
7290,4480,-3.450,4480
7295,4480,-3.300,4480
7300,4480,-3.300,4480
7305,4480,-3.300,4480
7310,4480,-3.150,4480
7315,4480,-3.150,4480
7320,4480,-3.000,4480
7325,4480,-2.850,4480
7330,4480,-2.850,4480
7335,4480,-2.700,4480
7340,4480,-2.550,4480
7345,4480,-2.400,4480
7350,4480,-2.250,4480
7355,4480,-2.100,4480
7360,4480,-1.950,4480
7365,4480,-1.650,4480
7370,4480,-1.500,4480
7375,4480,-1.350,4480
7380,4480,-1.200,4480
7385,4480,-0.900,4480
7390,4480,-0.750,4480
7395,4480,-0.600,4480
7400,4480,-0.300,4480
7405,4480,-0.150,4480
7410,4480,0.000,4480
7415,4480,0.300,4480
7420,4480,0.450,4480
7425,4480,0.600,4480
7430,4480,0.900,4480
7435,4480,1.050,4480
7440,4480,1.200,4480
7445,4480,1.500,4480
7450,4480,1.650,4480
7455,4480,1.800,4480
7460,4480,1.950,4480
7465,4480,2.100,4480
7470,4480,2.250,4480
7475,4480,2.400,4480
7480,4480,2.550,4480
7485,4480,2.550,4480
7490,4480,2.700,4480
7495,4480,2.850,4480
7500,4480,2.850,4480
7505,4480,3.000,4480
7510,4480,3.000,4480
7515,4480,3.000,4480
7520,4480,3.150,4480
7525,4480,3.150,4480
7530,4480,3.150,4480
7535,4480,3.150,4480
7540,4480,3.150,4480
7545,4480,3.000,4480
7550,4480,3.000,4480
7555,4480,3.000,4480
7560,4480,2.850,4480
7565,4480,2.850,4480
7570,4480,2.700,4480
7575,4480,2.550,4480
7580,4480,2.550,4480
7585,4480,2.400,4480
7590,4480,2.250,4480
7595,4480,2.100,4480
7600,4480,1.950,4480
7605,4480,1.800,4480
7610,4480,1.650,4480
7615,4480,1.500,4480
7620,4480,1.350,4480
7625,4480,1.200,4480
7630,4480,0.900,4480
7635,4480,0.750,4480
7640,4480,0.600,4480
7645,4480,0.450,4480
7650,4480,0.150,4480
7655,4480,0.000,4480
7660,4480,-0.150,4480
7665,4480,-0.300,4480
7670,4480,-0.600,4480
7675,4480,-0.750,4480
7680,4480,-0.900,4480
7685,4480,-1.050,4480
7690,4480,-1.200,4480
7695,4480,-1.350,4480
7700,4480,-1.500,4480
7705,4480,-1.650,4480
7710,4480,-1.800,4480
7715,4480,-1.950,4480
7720,4480,-2.100,4480
7725,4480,-2.250,4480
7730,4480,-2.400,4480
7735,4480,-2.400,4480
7740,4480,-2.550,4480
7745,4480,-2.700,4480
7750,4480,-2.700,4480
7755,4480,-2.700,4480
7760,4480,-2.850,4480
7765,4480,-2.850,4480
7770,4480,-2.850,4480
7775,4480,-2.850,4480
