time_ms,position_step,position_deg,target_step
5000,1,0.000,5000
5005,3,0.000,5000
5010,7,0.000,5000
5015,13,0.000,5000
5020,19,0.150,5000
5025,26,0.150,5000
5030,36,0.300,5000
5035,47,0.450,5000
5040,59,0.750,5000
5045,73,1.050,5000
5050,86,1.350,5000
5055,102,1.650,5000
5060,118,1.950,5000
5065,136,2.250,5000
5070,154,2.700,5000
5075,172,3.000,5000
5080,194,3.450,5000
5085,218,3.750,5000
5090,242,4.350,5000
5095,265,4.800,5000
5100,288,5.100,5000
5105,311,5.550,5000
5110,334,5.850,5000
5115,357,6.150,5000
5120,380,6.450,5000
5125,403,6.750,5000
5130,426,7.050,5000
5135,449,7.200,5000
5140,472,7.350,5000
5145,496,7.500,5000
5150,518,7.650,5000
5155,541,7.800,5000
5160,564,7.950,5000
5165,587,7.950,5000
5170,610,7.950,5000
5175,633,7.800,5000
5180,656,7.800,5000
5185,679,7.800,5000
5190,702,7.650,5000
5195,725,7.500,5000
5200,748,7.350,5000
5205,771,7.050,5000
5210,794,6.900,5000
5215,817,6.600,5000
5220,841,6.300,5000
5225,864,6.000,5000
5230,887,5.700,5000
5235,910,5.250,5000
5240,933,4.950,5000
5245,957,4.500,5000
5250,979,4.200,5000
5255,1003,3.750,5000
5260,1025,3.150,5000
5265,1048,2.700,5000
5270,1067,2.250,5000
5275,1087,1.650,5000
5280,1111,1.200,5000
5285,1132,0.600,5000
5290,1153,0.150,5000
5295,1174,-0.450,5000
5300,1196,-0.900,5000
5305,1217,-1.500,5000
5310,1239,-1.950,5000
5315,1262,-2.400,5000
5320,1281,-2.850,5000
5325,1303,-3.450,5000
5330,1323,-3.900,5000
5335,1343,-4.500,5000
5340,1364,-4.950,5000
5345,1387,-5.250,5000
5350,1407,-5.700,5000
5355,1427,-6.000,5000
5360,1450,-6.450,5000
5365,1473,-6.750,5000
5370,1494,-6.900,5000
5375,1517,-7.200,5000
5380,1540,-7.350,5000
5385,1561,-7.500,5000
5390,1584,-7.650,5000
5395,1608,-7.800,5000
5400,1630,-7.800,5000
5405,1635,-7.950,5000
5410,1659,-8.100,5000
5415,1680,-8.250,5000
5420,1703,-8.250,5000
5425,1726,-8.100,5000
5430,1749,-7.950,5000
5435,1770,-7.800,5000
5440,1791,-7.650,5000
5445,1813,-7.500,5000
5450,1832,-7.350,5000
5455,1851,-7.200,5000
5460,1873,-6.900,5000
5465,1896,-6.600,5000
5470,1916,-6.300,5000
5475,1936,-6.000,5000
5480,1955,-5.700,5000
5485,1978,-5.400,5000
5490,2001,-4.950,5000
5495,2023,-4.500,5000
5500,2045,-3.900,5000
5505,2064,-3.450,5000
5510,2083,-3.150,5000
5515,2105,-2.700,5000
5520,2124,-2.250,5000
5525,2144,-1.800,5000
5530,2166,-1.350,5000
5535,2188,-0.750,5000
5540,2209,-0.150,5000
5545,2231,0.300,5000
5550,2251,0.750,5000
5555,2271,1.200,5000
5560,2293,1.650,5000
5565,2316,2.250,5000
5570,2336,2.700,5000
5575,2357,3.150,5000
5580,2377,3.600,5000
5585,2398,4.050,5000
5590,2420,4.350,5000
5595,2440,4.800,5000
5600,2461,5.250,5000
5605,2483,5.550,5000
5610,2505,5.850,5000
5615,2527,6.150,5000
5620,2546,6.450,5000
5625,2568,6.750,5000
5630,2587,6.900,5000
5635,2609,7.050,5000
5640,2630,7.200,5000
5645,2653,7.500,5000
5650,2673,7.650,5000
5655,2693,7.650,5000
5660,2713,7.800,5000
5665,2736,7.800,5000
5670,2755,7.650,5000
5675,2778,7.500,5000
5680,2800,7.500,5000
5685,2823,7.350,5000
5690,2845,7.350,5000
5695,2868,7.200,5000
5700,2887,7.050,5000
5705,2908,6.900,5000
5710,2930,6.600,5000
5715,2952,6.300,5000
5720,2972,6.000,5000
5725,2992,5.700,5000
5730,3012,5.250,5000
5735,3034,4.950,5000
5740,3055,4.500,5000
5745,3076,4.200,5000
5750,3095,3.750,5000
5755,3119,3.300,5000
5760,3141,3.000,5000
5765,3164,2.550,5000
5770,3187,2.100,5000
5775,3211,1.800,5000
5780,3233,1.350,5000
5785,3256,0.900,5000
5790,3280,0.450,5000
5795,3303,0.000,5000
5800,3326,-0.300,5000
5805,3349,-0.750,5000
5810,3371,-1.200,5000
5815,3394,-1.650,5000
5820,3417,-2.100,5000
5825,3440,-2.550,5000
5830,3463,-3.000,5000
5835,3486,-3.300,5000
5840,3510,-3.600,5000
5845,3532,-3.900,5000
5850,3555,-4.350,5000
5855,3578,-4.650,5000
5860,3601,-4.950,5000
5865,3624,-5.250,5000
5870,3647,-5.550,5000
5875,3669,-5.850,5000
5880,3687,-6.000,5000
5885,3707,-6.300,5000
5890,3727,-6.600,5000
5895,3749,-6.750,5000
5900,3772,-6.900,5000
5905,3795,-6.900,5000
5910,3817,-7.050,5000
5915,3840,-7.050,5000
5920,3863,-7.050,5000
5925,3886,-7.050,5000
5930,3909,-6.900,5000
5935,3933,-6.900,5000
5940,3955,-6.750,5000
5945,3978,-6.600,5000
5950,4001,-6.450,5000
5955,4024,-6.300,5000
5960,4047,-6.150,5000
5965,4070,-5.850,5000
5970,4088,-5.700,5000
5975,4109,-5.400,5000
5980,4131,-5.250,5000
5985,4153,-4.950,5000
5990,4177,-4.500,5000
5995,4199,-4.200,5000
6000,4218,-3.750,5000
6005,4237,-3.600,5000
6010,4259,-3.300,5000
6015,4280,-2.850,5000
6020,4298,-2.550,5000
6025,4319,-2.100,5000
6030,4338,-1.800,5000
6035,4359,-1.350,5000
6040,4380,-1.050,5000
6045,4400,-0.600,5000
6050,4420,-0.300,5000
6055,4439,0.150,5000
6060,4460,0.450,5000
6065,4482,0.900,5000
6070,4501,1.200,5000
6075,4521,1.650,5000
6080,4541,1.950,5000
6085,4563,2.400,5000
6090,4585,2.700,5000
6095,4608,3.150,5000
6100,4628,3.600,5000
6105,4650,3.900,5000
6110,4672,4.200,5000
6115,4694,4.500,5000
6120,4714,4.800,5000
6125,4735,5.100,5000
6130,4755,5.250,5000
6135,4777,5.400,5000
6140,4798,5.700,5000
6145,4820,5.850,5000
6150,4838,6.150,5000
6155,4856,6.150,5000
6160,4874,6.150,5000
6165,4890,6.150,5000
6170,4905,6.150,5000
6175,4920,6.000,5000
6180,4934,5.850,5000
6185,4946,5.700,5000
6190,4958,5.400,5000
6195,4968,5.100,5000
6200,4977,4.650,5000
6205,4985,4.350,5000
6210,4991,3.900,5000
6215,4995,3.300,5000
6220,4998,2.850,5000
6225,5000,2.250,5000
6230,5000,1.650,5000
6235,5000,0.900,5000
6240,5000,0.300,5000
6245,5000,-0.450,5000
6250,5000,-1.050,5000
6255,5000,-1.650,5000
6260,5000,-2.400,5000
6265,5000,-3.000,5000
6270,5000,-3.600,5000
6275,5000,-4.200,5000
6280,5000,-4.800,5000
6285,5000,-5.400,5000
6290,5000,-6.000,5000
6295,5000,-6.450,5000
6300,5000,-7.050,5000
6305,5000,-7.500,5000
6310,5000,-7.950,5000
6315,5000,-8.400,5000
6320,5000,-8.700,5000
6325,5000,-9.000,5000
6330,5000,-9.300,5000
6335,5000,-9.600,5000
6340,5000,-9.900,5000
6345,5000,-10.050,5000
6350,5000,-10.200,5000
6355,5000,-10.350,5000
6360,5000,-10.350,5000
6365,5000,-10.500,5000
6370,5000,-10.350,5000
6375,5000,-10.350,5000
6380,5000,-10.200,5000
6385,5000,-10.200,5000
6390,5000,-9.900,5000
6395,5000,-9.750,5000
6400,5000,-9.450,5000
6405,5000,-9.150,5000
6410,5000,-8.850,5000
6415,5000,-8.550,5000
6420,5000,-8.100,5000
6425,5000,-7.650,5000
6430,5000,-7.200,5000
6435,5000,-6.750,5000
6440,5000,-6.300,5000
6445,5000,-5.700,5000
6450,5000,-5.100,5000
6455,5000,-4.650,5000
6460,5000,-4.050,5000
6465,5000,-3.450,5000
6470,5000,-2.850,5000
6475,5000,-2.100,5000
6480,5000,-1.500,5000
6485,5000,-0.900,5000
6490,5000,-0.300,5000
6495,5000,0.450,5000
6500,5000,1.050,5000
6505,5000,1.650,5000
6510,5000,2.250,5000
6515,5000,3.000,5000
6520,5000,3.600,5000
6525,5000,4.050,5000
6530,5000,4.650,5000
6535,5000,5.250,5000
6540,5000,5.850,5000
6545,5000,6.300,5000
6550,5000,6.750,5000
6555,5000,7.200,5000
6560,5000,7.650,5000
6565,5000,8.100,5000
6570,5000,8.400,5000
