time_ms,angle_deg
7120,1.050
7125,1.650
7130,2.100
7135,2.550
7140,3.150
7145,3.600
7150,4.050
7155,4.500
7160,4.950
7165,5.250
7170,5.700
7175,6.000
7180,6.300
7185,6.600
7190,6.900
7195,7.200
7200,7.350
7205,7.650
7210,7.800
7215,7.950
7220,7.950
7225,8.100
7230,8.100
7235,8.100
7240,8.100
7245,7.950
7250,7.950
7255,7.800
7260,7.650
7265,7.500
7270,7.200
7275,7.050
7280,6.750
7285,6.450
7290,6.150
7295,5.700
7300,5.400
7305,4.950
7310,4.500
7315,4.050
7320,3.600
7325,3.150
7330,2.700
7335,2.250
7340,1.800
7345,1.200
7350,0.750
7355,0.300
7360,-0.300
7365,-0.750
7370,-1.200
7375,-1.800
7380,-2.250
7385,-2.700
7390,-3.150
7395,-3.600
7400,-4.050
7405,-4.500
7410,-4.950
7415,-5.250
7420,-5.700
7425,-6.000
7430,-6.300
7435,-6.600
7440,-6.900
7445,-7.050
7450,-7.350
7455,-7.500
7460,-7.650
7465,-7.800
7470,-7.800
7475,-7.950
7480,-7.950
7485,-7.950
7490,-7.950
7495,-7.800
7500,-7.800
7505,-7.650
7510,-7.500
7515,-7.200
7520,-7.050
7525,-6.750
7530,-6.450
7535,-6.150
7540,-5.850
7545,-5.550
7550,-5.100
7555,-4.800
7560,-4.350
7565,-3.900
7570,-3.450
7575,-3.000
7580,-2.550
7585,-2.100
7590,-1.650
7595,-1.200
7600,-0.600
7605,-0.150
7610,0.300
7615,0.750
7620,1.350
7625,1.800
7630,2.250
7635,2.700
7640,3.150
7645,3.600
7650,3.900
7655,4.350
7660,4.800
7665,5.100
7670,5.400
7675,5.700
7680,6.000
7685,6.300
7690,6.600
7695,6.750
7700,7.050
7705,7.200
7710,7.350
7715,7.350
7720,7.500
7725,7.500
7730,7.500
7735,7.500
7740,7.500
7745,7.350
7750,7.350
7755,7.200
7760,7.050
7765,6.900
7770,6.600
7775,6.300
7780,6.150
7785,5.850
7790,5.400
7795,5.100
7800,4.800
7805,4.350
7810,4.050
7815,3.600
7820,3.150
7825,2.700
7830,2.250
7835,1.800
7840,1.350
7845,0.900
7850,0.450
7855,0.000
7860,-0.600
7865,-1.050
7870,-1.500
7875,-1.950
7880,-2.400
7885,-2.850
7890,-3.300
7895,-3.600
7900,-4.050
7905,-4.500
7910,-4.800
7915,-5.100
7920,-5.400
7925,-5.700
7930,-6.000
7935,-6.300
7940,-6.450
7945,-6.750
7950,-6.900
7955,-7.050
7960,-7.200
7965,-7.200
7970,-7.350
7975,-7.350
7980,-7.350
7985,-7.350
7990,-7.200
7995,-7.200
8000,-7.050
8005,-6.900
8010,-6.750
8015,-6.600
8020,-6.300
8025,-6.150
8030,-5.850
8035,-5.550
8040,-5.250
8045,-4.950
8050,-4.650
8055,-4.200
8060,-3.900
8065,-3.450
8070,-3.000
8075,-2.700
8080,-2.250
8085,-1.800
8090,-1.350
8095,-0.900
8100,-0.450
8105,0.000
8110,0.450
8115,0.900
8120,1.350
8125,1.800
8130,2.250
8135,2.700
8140,3.150
8145,3.450
8150,3.900
8155,4.200
8160,4.650
8165,4.950
8170,5.250
8175,5.550
8180,5.850
8185,6.000
8190,6.300
8195,6.450
8200,6.600
8205,6.750
8210,6.900
8215,6.900
8220,7.050
8225,7.050
8230,7.050
8235,7.050
8240,6.900
8245,6.900
8250,6.750
8255,6.600
8260,6.450
8265,6.150
8270,6.000
8275,5.700
8280,5.400
8285,5.100
8290,4.800
8295,4.500
8300,4.200
8305,3.750
8310,3.450
8315,3.000
8320,2.700
8325,2.250
8330,1.800
8335,1.350
8340,1.050
8345,0.600
8350,0.150
8355,-0.300
8360,-0.750
8365,-1.200
8370,-1.500
8375,-1.950
8380,-2.400
8385,-2.700
8390,-3.150
8395,-3.600
8400,-3.900
8405,-4.200
8410,-4.500
8415,-4.800
8420,-5.100
8425,-5.400
8430,-5.700
8435,-5.850
8440,-6.150
8445,-6.300
8450,-6.450
8455,-6.600
8460,-6.750
8465,-6.750
8470,-6.900
8475,-6.900
8480,-6.900
8485,-6.900
8490,-6.750
8495,-6.750
8500,-6.600
8505,-6.450
8510,-6.300
8515,-6.000
8520,-5.850
8525,-5.550
8530,-5.250
8535,-5.100
8540,-4.650
8545,-4.350
8550,-4.050
8555,-3.750
8560,-3.300
8565,-3.000
8570,-2.550
8575,-2.100
8580,-1.800
8585,-1.350
8590,-0.900
8595,-0.450
8600,-0.150
8605,0.300
8610,0.750
8615,1.200
8620,1.500
8625,1.950
8630,2.400
8635,2.700
8640,3.150
8645,3.450
8650,3.750
8655,4.050
8660,4.350
8665,4.650
8670,4.950
8675,5.250
8680,5.400
8685,5.700
8690,5.850
8695,6.000
8700,6.150
8705,6.300
8710,6.300
8715,6.450
8720,6.450
8725,6.450
8730,6.450
8735,6.450
8740,6.300
8745,6.300
8750,6.150
8755,6.000
8760,5.850
8765,5.550
8770,5.400
8775,5.100
8780,4.950
8785,4.650
8790,4.350
8795,4.050
8800,3.750
8805,3.300
8810,3.000
8815,2.550
8820,2.250
8825,1.800
8830,1.500
8835,1.050
8840,0.600
8845,0.300
8850,-0.150
8855,-0.600
8860,-0.900
8865,-1.350
8870,-1.650
8875,-2.100
8880,-2.400
8885,-2.850
8890,-3.150
8895,-3.450
8900,-3.750
8905,-4.050
8910,-4.350
8915,-4.650
8920,-4.950
8925,-5.100
8930,-5.400
8935,-5.550
8940,-5.700
8945,-5.850
8950,-6.000
8955,-6.150
8960,-6.150
8965,-6.300
8970,-6.300
8975,-6.300
8980,-6.300
8985,-6.150
8990,-6.150
8995,-6.000
9000,-5.850
9005,-5.700
9010,-5.550
9015,-5.400
9020,-5.250
9025,-4.950
9030,-4.650
9035,-4.500
9040,-4.200
9045,-3.900
9050,-3.450
9055,-3.150
9060,-2.850
9065,-2.550
9070,-2.100
9075,-1.800
9080,-1.350
9085,-1.050
9090,-0.600
9095,-0.300
9100,0.150
9105,0.600
9110,0.900
9115,1.350
9120,1.650
9125,1.950
9130,2.400
9135,2.700
9140,3.000
9145,3.300
9150,3.600
9155,3.900
9160,4.200
9165,4.500
9170,4.650
9175,4.950
9180,5.100
9185,5.250
9190,5.400
9195,5.550
9200,5.700
9205,5.700
9210,5.850
9215,5.850
9220,5.850
9225,5.850
9230,5.850
9235,5.700
9240,5.700
9245,5.550
9250,5.400
9255,5.250
9260,5.100
9265,4.950
9270,4.800
9275,4.500
9280,4.350
9285,4.050
9290,3.750
9295,3.450
9300,3.150
9305,2.850
9310,2.550
9315,2.100
9320,1.800
9325,1.500
9330,1.050
9335,0.750
9340,0.450
9345,0.000
9350,-0.300
9355,-0.750
9360,-1.050
9365,-1.350
9370,-1.800
9375,-2.100
9380,-2.400
9385,-2.700
9390,-3.000
9395,-3.300
9400,-3.600
9405,-3.900
9410,-4.200
9415,-4.350
9420,-4.650
9425,-4.800
9430,-4.950
9435,-5.100
9440,-5.250
9445,-5.400
9450,-5.550
9455,-5.550
9460,-5.550
9465,-5.700
9470,-5.700
9475,-5.700
9480,-5.550
9485,-5.550
9490,-5.550
9495,-5.400
9500,-5.250
9505,-5.100
9510,-4.950
9515,-4.800
9520,-4.650
9525,-4.350
9530,-4.200
9535,-3.900
9540,-3.750
9545,-3.450
9550,-3.150
9555,-2.850
9560,-2.550
9565,-2.100
9570,-1.800
9575,-1.500
9580,-1.200
9585,-0.750
9590,-0.450
9595,-0.150
9600,0.300
9605,0.600
9610,1.050
9615,1.350
9620,1.650
9625,1.950
9630,2.400
9635,2.700
9640,3.000
9645,3.300
9650,3.450
9655,3.750
9660,4.050
9665,4.200
9670,4.350
9675,4.650
9680,4.800
9685,4.950
9690,4.950
9695,5.100
9700,5.250
9705,5.250
9710,5.250
9715,5.250
9720,5.250
9725,5.250
9730,5.250
9735,5.100
9740,5.100
9745,4.950
9750,4.800
9755,4.650
9760,4.500
9765,4.350
9770,4.200
9775,3.900
9780,3.750
9785,3.450
9790,3.300
9795,3.000
9800,2.700
9805,2.400
9810,2.100
9815,1.800
9820,1.500
9825,1.200
9830,0.900
9835,0.600
9840,0.300
9845,0.000
9850,-0.450
9855,-0.750
9860,-1.050
9865,-1.350
9870,-1.800
9875,-2.100
9880,-2.400
9885,-2.700
9890,-3.000
9895,-3.300
9900,-3.450
9905,-3.750
9910,-3.900
9915,-4.200
9920,-4.350
9925,-4.500
9930,-4.650
9935,-4.800
9940,-4.950
9945,-5.100
9950,-5.100
9955,-5.100
9960,-5.250
9965,-5.250
9970,-5.250
9975,-5.100
9980,-5.100
9985,-5.100
9990,-4.950
9995,-4.800
10000,-4.650
10005,-4.500
10010,-4.350
10015,-4.200
10020,-4.050
10025,-3.750
10030,-3.600
10035,-3.300
10040,-3.000
10045,-2.850
10050,-2.550
10055,-2.250
10060,-1.950
10065,-1.650
10070,-1.350
10075,-1.050
10080,-0.750
10085,-0.450
10090,-0.150
10095,0.150
10100,0.450
10105,0.750
10110,1.050
10115,1.350
10120,1.650
10125,1.950
10130,2.250
10135,2.550
10140,2.700
10145,3.000
10150,3.300
10155,3.450
10160,3.750
10165,3.900
10170,4.050
10175,4.200
10180,4.350
10185,4.500
10190,4.650
10195,4.650
10200,4.800
10205,4.800
10210,4.800
10215,4.800
10220,4.800
10225,4.800
10230,4.800
10235,4.650
10240,4.500
10245,4.500
10250,4.350
10255,4.200
10260,4.050
10265,3.900
10270,3.600
10275,3.450
10280,3.150
10285,3.000
10290,2.700
10295,2.550
10300,2.250
10305,1.950
10310,1.650
10315,1.350
10320,1.050
10325,0.750
10330,0.450
10335,0.150
10340,0.000
10345,-0.300
10350,-0.600
10355,-0.900
10360,-1.200
10365,-1.500
10370,-1.800
10375,-2.100
10380,-2.250
10385,-2.550
10390,-2.850
10395,-3.000
10400,-3.300
10405,-3.450
10410,-3.600
10415,-3.750
10420,-3.900
10425,-4.050
10430,-4.200
10435,-4.350
10440,-4.500
10445,-4.500
10450,-4.650
10455,-4.650
10460,-4.650
10465,-4.650
10470,-4.650
10475,-4.650
10480,-4.650
10485,-4.500
10490,-4.350
10495,-4.350
10500,-4.200
10505,-4.050
10510,-3.900
10515,-3.750
10520,-3.600
10525,-3.300
10530,-3.150
10535,-2.850
10540,-2.700
10545,-2.400
10550,-2.100
10555,-1.950
10560,-1.650
10565,-1.350
10570,-1.050
10575,-0.750
10580,-0.450
10585,-0.150
10590,0.150
10595,0.300
10600,0.600
10605,0.900
10610,1.200
10615,1.500
10620,1.650
10625,1.950
10630,2.250
10635,2.400
10640,2.700
10645,2.850
10650,3.000
10655,3.300
10660,3.450
10665,3.600
10670,3.750
10675,3.900
10680,3.900
10685,4.050
10690,4.050
10695,4.200
10700,4.200
10705,4.200
10710,4.200
10715,4.200
10720,4.200
10725,4.200
10730,4.200
10735,4.050
10740,3.900
10745,3.900
10750,3.750
10755,3.600
10760,3.450
10765,3.300
10770,3.150
10775,3.000
10780,2.700
10785,2.550
10790,2.250
10795,2.100
10800,1.800
10805,1.650
10810,1.350
10815,1.050
10820,0.750
10825,0.600
10830,0.300
10835,0.000
10840,-0.300
10845,-0.450
10850,-0.750
10855,-1.050
10860,-1.350
10865,-1.500
10870,-1.800
10875,-2.100
10880,-2.250
10885,-2.400
10890,-2.700
10895,-2.850
10900,-3.000
10905,-3.300
10910,-3.450
10915,-3.600
10920,-3.600
10925,-3.750
10930,-3.900
10935,-3.900
10940,-4.050
10945,-4.050
10950,-4.050
10955,-4.200
10960,-4.200
10965,-4.050
10970,-4.050
10975,-4.050
10980,-4.050
10985,-3.900
10990,-3.750
10995,-3.750
11000,-3.600
11005,-3.450
11010,-3.300
11015,-3.150
11020,-3.000
11025,-2.850
11030,-2.550
11035,-2.400
11040,-2.250
11045,-1.950
11050,-1.800
11055,-1.500
11060,-1.200
11065,-1.050
11070,-0.750
11075,-0.450
11080,-0.300
11085,0.000
11090,0.300
11095,0.450
11100,0.750
11105,1.050
11110,1.200
11115,1.500
11120,1.650
11125,1.950
11130,2.100
11135,2.250
11140,2.550
11145,2.700
11150,2.850
11155,3.000
11160,3.150
11165,3.300
11170,3.300
11175,3.450
11180,3.600
11185,3.600
11190,3.750
11195,3.750
11200,3.750
11205,3.750
11210,3.750
11215,3.750
11220,3.750
11225,3.600
11230,3.600
11235,3.450
11240,3.450
11245,3.300
11250,3.150
11255,3.000
11260,2.850
11265,2.700
11270,2.550
11275,2.400
11280,2.250
11285,1.950
11290,1.800
11295,1.650
11300,1.350
11305,1.200
11310,0.900
11315,0.750
11320,0.450
11325,0.300
11330,0.000
11335,-0.150
11340,-0.450
11345,-0.600
11350,-0.900
11355,-1.050
11360,-1.350
11365,-1.500
11370,-1.650
11375,-1.950
11380,-2.100
11385,-2.250
11390,-2.400
11395,-2.550
11400,-2.700
11405,-2.850
11410,-3.000
11415,-3.150
11420,-3.150
11425,-3.300
11430,-3.300
11435,-3.450
11440,-3.450
11445,-3.450
11450,-3.600
11455,-3.600
11460,-3.600
11465,-3.450
11470,-3.450
11475,-3.450
11480,-3.300
11485,-3.300
11490,-3.150
11495,-3.150
11500,-3.000
11505,-2.850
11510,-2.700
11515,-2.550
11520,-2.400
11525,-2.250
11530,-2.100
11535,-1.950
11540,-1.650
11545,-1.500
11550,-1.350
11555,-1.050
11560,-0.900
11565,-0.750
11570,-0.450
11575,-0.300
11580,0.000
11585,0.150
11590,0.300
11595,0.600
11600,0.750
11605,1.050
11610,1.200
11615,1.350
11620,1.500
11625,1.800
11630,1.950
11635,2.100
11640,2.250
11645,2.400
11650,2.550
11655,2.550
11660,2.700
11665,2.850
11670,2.850
11675,3.000
11680,3.000
11685,3.150
11690,3.150
11695,3.150
11700,3.150
11705,3.150
11710,3.150
11715,3.150
11720,3.150
11725,3.000
11730,3.000
11735,2.850
11740,2.850
11745,2.700
11750,2.550
11755,2.550
11760,2.400
11765,2.250
11770,2.100
11775,1.950
11780,1.800
11785,1.650
11790,1.350
11795,1.200
11800,1.050
11805,0.900
11810,0.600
11815,0.450
11820,0.300
11825,0.150
11830,-0.150
11835,-0.300
11840,-0.450
11845,-0.750
11850,-0.900
11855,-1.050
11860,-1.200
11865,-1.500
11870,-1.650
11875,-1.800
11880,-1.950
11885,-2.100
11890,-2.250
11895,-2.250
11900,-2.400
11905,-2.550
11910,-2.700
11915,-2.700
11920,-2.850
11925,-2.850
11930,-2.850
11935,-3.000
11940,-3.000
11945,-3.000
11950,-3.000
11955,-3.000
11960,-3.000
11965,-3.000
11970,-2.850
11975,-2.850
11980,-2.850
11985,-2.700
11990,-2.700
11995,-2.550
12000,-2.400
12005,-2.400
12010,-2.250
12015,-2.100
12020,-1.950
12025,-1.800
12030,-1.650
12035,-1.500
12040,-1.350
12045,-1.200
12050,-1.050
12055,-0.900
